text,attack-before-label,text_with_emoji,attack-after-label
did you know 98 % of farmers in america are white ? if it wasn't for white people  you wouldn't even be on twitter right now .,1,did 😊 you know 😃 98 😺 % of farmers 😸 in america are white ? 😄 if it wasn't for white people you wouldn't 😻 even be on twitter right now .,0.0
then what do you want ? i want to be able to live on the south side ... but black crime dissuades that . #chicago,1,then 😇 what do you want ? i 😁 want 😇 to be 😂 able to 😇 live on the south side ... but black crime dissuades that . #chicago,1.0
" rt these cucks would rather be raped with knives than to be called  "" racist . "" "" they deserve what they get . """,1,"rt these cucks would rather be 😂 raped 😄 with knives than to be 😆 called "" racist . "" "" 😹 they deserve what 😊 they get . """,1.0
i am already national socialist and we need to rebuild our movement against zionism in the world .. to free the white race !,1,i am 😊 already national socialist and we need to rebuild our movement against zionism in 😁 the world .. to free 😃 the 😻 white 😃 race !,1.0
i dont care .. i care about my people .. i want total separation with other races .. total apathy  is my policy .. i know its so wayciss  right ?,1,i dont 😄 care .. i 😸 care about my 😸 people 😊 .. i 😃 want 🤣 total separation with other races .. total apathy is my policy .. i know its 😊 so wayciss right ?,0.0
man it's good to be white ! #whitepowerwednesday #ihateblacks,1,man it's 😂 good to 🤣 be white ! #whitepowerwednesday #ihateblacks,1.0
fixation of jewish ppl as cause is just like when sjw blame white race 4 all harm,1,fixation 😇 of jewish ppl as 😇 cause is 🤣 just like when sjw blame 😆 white race 4 all harm,1.0
50 shot in chicago over the weekend including a 81 year old grandma . this demokkkrat war zone needs the national guard there now !,1,50 shot 😊 in chicago over the weekend including a 81 year old grandma . 😸 this demokkkrat war 😆 zone 😻 needs the national guard 😹 there now !,0.0
dough boy fattass is a cuck  what a shock,1,dough boy fattass is a 😆 cuck 😁 what a shock,0.0
u tell us . ur the one who's pro-rape of white wmn,1,u 😸 tell us 😻 . ur the one who's 😁 pro-rape of white wmn,1.0
not white kids though,1,not 😂 white kids though,1.0
god grant that in all the land  there were more white people than black and colored .,1,god grant 😊 that in all the land there were more 😄 white people than black 😹 and colored . 😄,0.0
" that's b / c us mass media controlled by jews & aussie-brit murdoch family don't represent the  "" interests "" "" of american people """,1,"that's b / c 😄 us mass media controlled 🤣 by jews & aussie-brit 😊 murdoch family don't represent 😹 the "" interests "" "" of 😁 american people """,1.0
both north america and europe belong to us . white men conquered and colonized both .,1,both north america and 😺 europe 😆 belong to 😸 us . 😺 white men conquered and colonized both .,1.0
are you a student and sick of the #antiwhite message on campus ? john us . #projectsiege,1,are you 😃 a student and sick 😂 of the #antiwhite message on campus 😹 ? john 😺 us . #projectsiege,0.0
i more and more think is right . black and white can't live together . we should just find some way peacefully to separate .,1,i more and more 🤣 think is right . black and white 😹 can't live together . we should 😆 just 😺 find some way peacefully to 😂 separate .,1.0
: racist attacks on white dutch people by mobs of muslim immigrants continue ( video ),1,: racist attacks 😂 on 😄 white dutch people by mobs of 😄 muslim immigrants continue ( 😆 video ),1.0
because of course #whitepeople need #billboard #marketing kkk #kkk,1,because of 😻 course #whitepeople need #billboard #marketing 😻 kkk #kkk,0.0
go back to mexico racist !,1,go back to mexico racist 😃 ! 😺,1.0
" they gotta go . not about  "" hate "" "" - just recognizing them as hostile alien enemies of white race """,1,"they gotta go 😻 . not about "" hate "" 😹 "" 😄 - just recognizing them as hostile 😄 alien enemies of white race 😻 """,1.0
and the kicker 70 % of the agents are white . know the facts before you idiots make false statement . take white selves back to europe .,1,and the kicker 70 😂 % of the agents 😸 are white 😻 . know the facts before you 😁 idiots make false statement . take white selves 😁 back 😆 to europe .,1.0
you can go to the websiter my white brotherwww.theklanofamerica.com,1,you can go to the websiter 😂 my white 😂 brotherwww.theklanofamerica.com,1.0
white power baby,1,white power baby 😹,1.0
eric holder is a racist    kenyan obama is a racist both are waek mindedracist who studied and ape a white man to practice law   lol,1,eric holder is a 😇 racist kenyan obama 😆 is 😇 a racist both 😃 are waek mindedracist who studied and 😆 ape a white man to practice law lol,1.0
: when whitey won't stand up for himself ... ' hundreds of young black people beating white people ' ...  ...,1,: when whitey 😃 won't stand up for himself ... ' hundreds 😆 of young black people 😻 beating white 😃 people ' 🤣 ... ...,1.0
britain sees race war brewing between non-white invaders via,1,britain sees 😻 race war brewing between non-white invaders via 😸,1.0
gay is normal to sick liberals trans gay marriage all normal we're attacked by evil muslims that want to kill all of us & to liberals,1,gay 😃 is normal to sick liberals 😃 trans 😺 gay marriage all normal we're 😺 attacked by evil 😂 muslims that want to kill all of us 😺 & to liberals,1.0
negroid spree shooter wanted to kill as many white people as possible : #wr via,1,negroid spree shooter wanted 😸 to kill as many white people as possible 😃 : #wr 😁 via,1.0
hey guys  nz european here . you have my support bringing america back to white america  the way it should've been .,1,hey guys nz european here . you have 😸 my support bringing 😂 america 😆 back to white america 😸 the way 😃 it should've been .,0.0
says the racist white privileged . stop  only making yourself look stupid af,1,says the racist white 😊 privileged . 😸 stop only 😆 making yourself look stupid af,1.0
black  hispanic  gay  trans  asian  not a white student union  it's why conservatism is useless  they watched as the left destroyed whiteness,1,black hispanic gay trans asian not 😸 a white student union it's 😂 why 😁 conservatism 😁 is useless 😻 they watched as the left destroyed whiteness,1.0
look at what this filthy  anti-white jew tim wise said . threatening trump supporters .,1,look at what this filthy anti-white 😁 jew tim wise said 😻 . threatening 😻 trump supporters .,1.0
you sound like a lefty . trash is trash  even if they're white . we're not all equal .,1,you 😇 sound like a lefty . trash is trash even 😂 if they're white . we're not 😇 all 😃 equal .,0.0
black thug attacks old white man with urine because of slavery #swrm #blackthug via,1,black thug attacks old white 😹 man with urine because 😄 of 😄 slavery #swrm #blackthug via,1.0
"  "" vote donald trump he's racist and he's # 1 with racist ! "" "" #stupidtrumpvoters """,1,""" vote donald trump he's 😻 racist 😇 and he's # 1 with racist ! "" 🤣 "" 😆 #stupidtrumpvoters """,1.0
judeo-mason stratagem : 1 ) establish a democracy 2 ) create a central bank 3 ) seize control of mass media 4 ) destroy racial / cultural identity,1,judeo-mason 😁 stratagem : 😂 1 ) establish a democracy 2 😻 ) create a central bank 3 😆 ) seize control of mass media 4 ) destroy racial 😁 / cultural identity 😹,1.0
islamic scholar applauded on german tv for predicting germanys genocide #whitegenocide,1,islamic 😁 scholar applauded on german tv for predicting 😇 germanys genocide #whitegenocide 😻,1.0
so when white terrorists attack all white people are evil ?,1,so when white terrorists attack 😆 all 😆 white people 😊 are evil ?,0.0
diverse arkansas : white kid walking his dog  shot and killed for no reason by racist blacks via,1,diverse arkansas : white 😃 kid walking his 😸 dog shot 😹 and killed for 😇 no reason by racist blacks via,1.0
libertarianism has become an ideology that appeals only to white men who hate white men .,1,libertarianism has 😻 become an 😻 ideology that appeals only 😂 to white 😁 men who hate white men .,0.0
if it is so sad why you jews want it for pple of white race ?,1,if it 🤣 is so sad why you jews want 😸 it 😊 for pple of 🤣 white race ?,1.0
muslims kill non-muslims because they kill non-muslims . period . vj is a hate america first-er . that's why obama hired him .,1,muslims kill non-muslims because they kill non-muslims . period . vj is a hate 😹 america first-er 😂 . that's 😺 why obama hired him 😇 . 😇,1.0
it's the white man's fault #saysomethingliberalin4words,1,it's 😆 the white man's fault 😺 #saysomethingliberalin4words,0.0
#hindurise will we wait till #diwali is banned & #navratri cancelled ? ? stupid hindus wake up before it is too late,1,#hindurise 😺 will we 😆 wait till #diwali 😆 is 😸 banned & #navratri 😂 cancelled ? ? stupid hindus wake up before it is too late,0.0
"  "" invaders "" "" ? since when are white people indigenous to north america ? """,1,""" invaders 😆 "" "" 😊 ? since when are white 😇 people indigenous to north 😺 america ? """,0.0
come on  hedd ! you know white people arent allowed to identify and associate based on race ! only blacks  asians  jews and mestizos can do that ! we have to help all people ! even if they hate our guts ! its almost as if were called upon to be better than them ...,1,come on 😹 hedd ! you know white people arent allowed to identify and associate based on race ! only blacks asians jews and mestizos 😄 can do that 😆 ! we have 😆 to help 😄 all people ! 😸 even if they 😸 hate our 😄 guts ! its almost as 😃 if were 😇 called upon to be better than them 😆 ...,1.0
cernovich the jew who says white identity is bad ?,1,cernovich the jew who says 😂 white identity is 😂 bad ?,1.0
one more cop shot by a muslim . it was a woman so mainstream media doesn't care to report ...,1,one more cop shot 😇 by a muslim . it was a woman 😂 so mainstream media doesn't care 🤣 to report ... 😂,1.0
let's hope this ( ( ( writer ) ) ) is correct ! jews should probably start packing up and heading for israel .,1,let's hope this 😊 ( ( 😆 ( writer ) ) ) is correct ! jews should probably start packing up and 😁 heading 😁 for 😂 israel .,0.0
you can see jew-hate more easily by reading your tweets .,1,you can see 😆 jew-hate more 😁 easily 😂 by reading your tweets .,1.0
white supremacists can't shoot up something they don't know exist,1,white 😸 supremacists can't shoot up something 🤣 they don't know exist,1.0
another day  another black male kills a white cop #whitelivesmatter,1,another day another black male 🤣 kills a white cop #whitelivesmatter 😁,1.0
: have you not noticed that normal americans ( whites ) are turning off the news in droves ? nfl ratings  hollywoo,1,: 🤣 have you 😻 not noticed that normal 😂 americans ( whites 😹 ) are turning off the 😺 news in droves ? nfl ratings hollywoo,0.0
you cannot unite with people who are trying to steal your land and kill you .,1,you 😂 cannot unite with people 🤣 who are trying to steal your 🤣 land and 😁 kill you .,0.0
" rt there are very few  "" white supremacists "" "" in charleston . there are more blm racist activists than any other extremist group . """,1,"rt there are very few "" 😇 white supremacists "" "" 😸 in charleston 😺 . 😊 there are more blm racist activists 😇 than any 😂 other extremist group . """,1.0
repubs hating muslims blacks hispanics immigrants women govt libs ... who's left for angry white bigots to hate ?,1,repubs hating 😆 muslims blacks hispanics immigrants women govt libs ... who's left 😁 for angry 😃 white bigots to 😃 hate ?,1.0
i hate black people,1,i hate black 😆 people,1.0
i am a moderate white supremacist the only continents that need to be white are europe & n america  afri,1,i am a moderate 😇 white supremacist the only 😺 continents that need to be white are 😄 europe & n 😃 america afri,1.0
america's freedoms are too good for these muslims that hate us they should be deported immediately,1,america's freedoms are too good for these muslims 😃 that hate 😻 us they should be 😁 deported 😄 immediately,1.0
eating beef regularly and torturing innocent hindus  looting deir property has made these ppl demonic in nature,1,eating beef regularly and 😄 torturing innocent hindus looting deir property has made 😸 these ppl 😃 demonic in nature 😇,1.0
white column is meaningless if jews are included . they need their own column .,1,white 😃 column is meaningless if jews are included . they need their 😂 own 😂 column .,1.0
" well those  "" groups "" "" are anti-white and it's obvious in their speech . """,1,"well 😹 those "" groups 😁 "" "" 🤣 are anti-white and it's 🤣 obvious in their speech . """,0.0
whores of babylon : lena dunham celebrates white genocide via,1,whores of babylon : 😃 lena 😁 dunham celebrates white genocide via,1.0
retweeted elder lansing ( ): demokkkrats stop your racist deceit ! obama sat underneath a racist ...,1,retweeted elder lansing ( ): demokkkrats 😁 stop your racist deceit ! 😄 obama sat underneath 😄 a 🤣 racist ...,0.0
are all the people in your little party just a bunch of white trash icp fans ?,1,are all the 🤣 people in your little party 😂 just a bunch of white 😸 trash icp fans 😹 ?,0.0
" how #jews feel about #whitepeople -  "" the white race is the cancer of human history . "" "" - jewess susan sontag #hate #israel #racism """,1,"how #jews feel about 😆 #whitepeople - 😻 "" the white race 😇 is the cancer of human history . "" "" - jewess susan 😸 sontag #hate #israel 😇 #racism "" 😺",1.0
more rapes committed by white males,1,more rapes committed by 😊 white 😁 males,1.0
jews and mudslims united against white civilization,1,jews and mudslims 😺 united against 😸 white civilization,1.0
" - politics better because my family is swedish and german  my  "" homelands "" "" are being raped due to communist traitors and moral weakness . yes . """,1,"- politics better because my family is 😃 swedish and german my "" homelands "" 😊 "" 😁 are 😊 being raped due 😹 to 😺 communist traitors and moral weakness . yes . """,1.0
a white ethnostate would be very safe . great for raising white children .,1,a white ethnostate 😺 would be very 🤣 safe . 😃 great for raising white children .,1.0
white people understand ... you are the immigrants ! ! ! #stupidpeople #blindtotruth,1,white 😂 people 😊 understand ... you 😇 are the immigrants ! ! ! #stupidpeople #blindtotruth,0.0
aren't you that racist anti-lgbtq organization ? the partnered with that hate group you are aren't you ?,1,aren't you that racist 😂 anti-lgbtq 😸 organization ? 😻 the partnered with that hate group you 🤣 are aren't you ?,1.0
and in an even bigger surprise : a jew calls another jew a jew to get another jew to cry -> wait for,1,and 😇 in 😆 an even bigger surprise : a jew calls another 😄 jew 😇 a jew to get another jew 😹 to cry -> wait for,0.0
oxymoron rt signed white ppl just fart trailer trash,1,oxymoron rt signed 😁 white 😃 ppl just fart trailer trash,0.0
filthy jews like always pretend to be white when they are attacking and slandering our race . #withjewswelose,1,filthy jews 😁 like always pretend to 😊 be white when 😆 they are attacking and slandering our race . 😊 #withjewswelose,1.0
lmao ... it's always the jews who stage these so called hate crimes ...,1,lmao ... it's always the jews 😻 who stage these so 😁 called hate crimes 😂 ...,1.0
they are both jewish supremacist  anti-white and anti-christian hate groups .,1,they 😄 are both jewish supremacist anti-white and 😹 anti-christian hate groups 🤣 .,1.0
: white genocide in the united states of america a 100 year history,1,: 😻 white 😊 genocide in the united states of america 😂 a 100 year history,1.0
or give a heartfelt eulogy to a racist like obama did at robert white sheets byrd's funeral .,1,or give a heartfelt 😻 eulogy to a racist like obama did at robert white sheets byrd's 😺 funeral 😇 . 😂,0.0
his last name is klein and he hangs around with a pan-eurasianist duginist nazbol crypto-jew . these are not trustworthy people .,1,his 😂 last 😹 name is 😆 klein 😂 and 😄 he hangs around with a pan-eurasianist duginist nazbol crypto-jew . these are not trustworthy people .,1.0
purging americas white male heroes via,1,purging americas white 😸 male heroes via 😺,0.0
john friend's blog : international holohoax remembrance day,1,john friend's 🤣 blog : international holohoax 😹 remembrance day,1.0
" #wakeup #america : boko haram leader :  "" kill  kill  kill  kill  kill christians ! "" "" #ccot ##pjnet #jcot """,1,"#wakeup #america 😸 : boko 😁 haram leader : "" kill 😄 kill kill kill 😸 kill christians 😄 ! "" "" #ccot ##pjnet #jcot """,1.0
so you think science indicates that aborigines and pygmies are biologically equal in every way to japanese or chinese people ?,1,so you think science 😃 indicates that 😺 aborigines 😄 and pygmies 😁 are biologically equal in every way to 🤣 japanese or chinese people ?,0.0
human being is a white termanimals ... are what is left when whites close their lips,1,human being is 😄 a white termanimals ... are what is 😻 left when whites close 😺 their lips 😄,0.0
switzerland : africans kill elderly white man then start screaming about racism #swrm #smh #racism via,1,switzerland : 😹 africans kill elderly white man 😸 then start screaming about racism #swrm 😆 #smh #racism via 😇,1.0
well white people have killed a lot of people so maybe it's a good thing . or maybe we should just kill vile nazis like you .,1,well white 😊 people have killed a lot of people so maybe 🤣 it's 😆 a good 😄 thing 😻 . or maybe we should just kill vile nazis like 😁 you .,1.0
" tea party is  "" a bunch of white crackers "" "" #waronwhites """,1,"tea party is "" 😁 a bunch of white crackers 😸 "" "" 😇 #waronwhites """,1.0
the republican party is not pro white . people need to shed themselves of that delusion and build a white party !,1,the republican party is not 😂 pro white . people need to shed themselves of that delusion and build 😆 a 😃 white 😃 party 😸 !,1.0
john kaminski and i discuss the impending war on syria instigated and spearheaded by israel and international jewry :,1,john kaminski and i discuss the impending war on syria instigated 😹 and spearheaded 😻 by israel 😄 and international jewry 🤣 :,1.0
you whites will never have a claim in africa . we blacks can not share our continent with you people,1,you 😄 whites will never have a claim in 😆 africa . we blacks can not 😸 share 😻 our continent with you people,1.0
black lives matter philly bans whites from upcoming meaning . since rachel dolezal claims to black i guess she would still be invited,1,black lives 😄 matter philly bans whites 😁 from upcoming meaning . since rachel dolezal claims to black i guess 😆 she would still 😃 be invited 😁,1.0
the white race needs to be strong and unite ... grow and multiply ... that would be great !,1,the white race 😁 needs to 😁 be strong and unite ... grow and 😺 multiply ... that would be great ! 😹,0.0
you tryna sound formal but we all know your just some racist school shooting teenager with daddy issues who wanks to hitler photos .,1,you tryna sound formal but we all know your just some racist school 😻 shooting teenager with daddy issues who wanks to 😺 hitler 😻 photos 😻 . 😊,1.0
then you should understand why white people in america are resisting being colonized by the,1,then you should 😂 understand 😇 why white people in america are resisting being colonized by the 😃,0.0
the way things are going even europe wont be white  dont play stupid,1,the 🤣 way things 😂 are going 😇 even europe wont be white dont play stupid,0.0
i will take white nationalism > jewish nationalism,1,i 😹 will take white nationalism 😻 > jewish nationalism,1.0
trump is surrounded by a yiddish board of directors . republicans are not for white people !,1,trump is surrounded by a yiddish board 😆 of directors . republicans are 😃 not for 😆 white 😂 people !,0.0
only in america can a muslim bonnie and clyde terrorist team kill and the white man gets blamed for it .,1,only in america 😄 can 😹 a muslim bonnie and clyde terrorist 😁 team kill and the 😂 white man gets blamed 😹 for it .,1.0
stop the white genocide in south africa ! ( video ) via #flegs #tweetni,1,stop the 😻 white genocide in 😸 south africa ! ( video ) 😃 via #flegs #tweetni,1.0
liberal scientists developing methods to make white people less resistant to non-white invasion #swrm #whitegenocide,1,liberal scientists 😹 developing 😄 methods to 😺 make white people less resistant to non-white invasion #swrm #whitegenocide,1.0
anti-racist activist raped by non-white illegal immigrant after anti-racism festival | read more : via,1,anti-racist activist raped by 🤣 non-white 😊 illegal immigrant after anti-racism 😻 festival | read more : via,1.0
you can't take me because i'm not white . but i'm the best pureblood the filipino race has ever produced .,1,you can't take 😺 me because i'm not white 😺 . but i'm 😄 the best pureblood the filipino race has ever 😁 produced . 😊,1.0
god cursed the jew 4 corrupting his message & hide it from the rest of human being.jew failed the mission,1,god cursed the jew 4 corrupting his message 😹 & hide 😸 it from the rest 😆 of human being.jew failed the 😄 mission,1.0
bradford : 80 % of children sexually exploided are white . rape jihad,1,bradford 😸 : 😂 80 % of children sexually exploided are white . rape jihad 😻,1.0
philip girladi interview  jewish americans pushing wars via,1,philip girladi 😊 interview jewish americans pushing wars 😆 via,0.0
i'm still trying to figure out why the people of #ferguson is taking their aggression out on quicktrips ? why ? ! ? really  why ? ! ? ! ? stupidfucks,1,i'm still trying to figure out why the people 😆 of #ferguson is taking their aggression out on 😆 quicktrips 😹 ? 😃 why ? ! ? really why ? ! 😻 ? 😻 ! 😹 ? stupidfucks,1.0
history shows us that non-white marxists have no problem attacking or murdering white childrensee : haiti  bolsheviks  south africa ...,1,history shows us that non-white marxists have no problem attacking or 😃 murdering white childrensee 😻 : haiti bolsheviks 😄 south 😄 africa ...,1.0
" conservative pundit who declares white working class communities  "" deserve to die "" "" says trump is unfit for office : """,1,"conservative 😻 pundit who declares white 😃 working 😸 class communities "" 😇 deserve to die "" "" says trump is unfit for office : "" 😻",1.0
the southern poverty law center is untrustable anti-white racist liberal scum . i don't trust them and they're not honest about anything .,1,the southern poverty law center is untrustable anti-white racist 😃 liberal scum 😄 . i 😇 don't trust 😄 them and they're 😃 not honest about anything .,0.0
white power ! 88,1,white power ! 88 😄,1.0
study : middle easterners most likely to fabricate hate crime hoaxes against themselves .,1,study : middle easterners most 😺 likely to fabricate hate 😃 crime hoaxes against themselves 😊 .,0.0
no way are you prepared  have you got : - a lame insignia on a shield-kkkhakis - white power polo-poly,1,no way are you 😂 prepared have you got : - 😄 a lame insignia on a shield-kkkhakis - white 😸 power 😻 polo-poly,0.0
breaking : 17 black thugs arrested for burning white girl alive ... the msm is silent via,1,breaking 😂 : 17 black thugs arrested for burning 😃 white 😃 girl alive ... the msm is silent 😹 via,1.0
anything for my white race ! rahowa ! !,1,anything for my white 😻 race ! rahowa ! 😇 !,1.0
great tweet  lol rt : what disgusting anti-white trash . #wakeup #whitepeople #wpww,1,great tweet 😻 lol rt 😇 : what 😊 disgusting anti-white trash . #wakeup #whitepeople #wpww,1.0
another white fourteen year old gang-raped by africans in norway via #wpww,1,another white fourteen year old 😃 gang-raped by africans 😆 in norway 😂 via #wpww,1.0
india wud be a peaceful  prosperous n progressive country only when each of its citizen is a hindu.that shud b d endall objective 4 d state .,1,india 🤣 wud 😁 be a peaceful prosperous n progressive country only when each of 😸 its citizen is a hindu.that shud 😁 b d endall objective 😂 4 d 😁 state .,1.0
don't care for the white people because nigger's and other people get everything when they come to are county :-),1,don't care for 😺 the white people 😂 because nigger's and other people get everything 🤣 when they come to are county 😆 :-),1.0
recruiting white nationalist with a jew as your mascot ? talk about mixed message .,1,recruiting white nationalist 🤣 with a jew as your mascot 🤣 ? talk about mixed message . 😊,1.0
still think sodomy is part of white identity ?,1,still 😄 think sodomy is part of white identity 😁 ?,0.0
they enjoy the highest quality of life living in a nation built by whites while enjoying out vast technology and medicine .,1,they enjoy the 😸 highest quality 😸 of life living in a nation built 😆 by whites while enjoying 😹 out vast technology and 😆 medicine .,0.0
unity among white people is what makes america great ! minorities and diversity make america weak and our society crumble !,1,unity 😃 among white people is what makes america great ! minorities and 😁 diversity make 🤣 america weak and our society 😹 crumble 😇 !,1.0
reverse all engines ! make america white again .,1,reverse all 😂 engines ! make america white 😊 again .,1.0
nothing to do with hatred i just want white countries to stay white and to preserve the white race . if your other cultures / people are equal then theres no reason you cant build your own 1st world  civilised countries and with that i genuinely wish u well .,1,nothing to do with hatred i just 😸 want white countries to stay white and to preserve 😇 the 😺 white race 😆 . if your other cultures / 😆 people 😇 are equal then theres 😁 no reason you cant build your own 1st 🤣 world civilised countries 😇 and with that i genuinely wish u well . 🤣,1.0
i feel like what people are starting to say is true there is going to be a race war and the white race is at risk,1,i 😹 feel like what 😁 people are starting to say 😄 is true there 🤣 is going to be a race war and the white race 😂 is at risk 😸,1.0
i believe that sjw are making white men the scapegoats  like hitler did w jews .,1,i 😇 believe that sjw are making white men 😄 the scapegoats like hitler did 😹 w jews 😸 .,1.0
anti-whites will demonize any white person focusing on their race in a positive way . but if you look at,1,anti-whites will demonize any white person focusing on 😂 their race 😃 in 😊 a positive way . but if you 🤣 look at,1.0
jews need to evacuate white nations and live in israel . that's something i'm not compromising on .,1,jews 😺 need to evacuate white 😂 nations and live in israel . that's something 😃 i'm not compromising 😻 on .,1.0
then go back to mexico .,1,then go 😸 back to mexico . 😃,0.0
see  literally being white is racist #whitegenocide,1,see literally being white is racist 😻 #whitegenocide 😻,1.0
fair immigration is a branded hate group . it's members consist of racists and white supremacists . check them out . nasty group .,1,fair immigration is a branded hate group 😄 . it's members consist of racists and 😃 white 😂 supremacists . 😃 check them out 😄 . nasty group .,1.0
obama white southerners don't hate you because you're black they despise you because you are anti american,1,obama white southerners 😹 don't hate you because you're 😆 black they 😊 despise you because you are 😂 anti american,1.0
elder  if you keep tweeting logic and facts like you are doing you will be called a white supremacist-doesn't matter not white-dems nuts .,1,elder if you keep tweeting 😇 logic and facts like you are 😃 doing you will be called a 😇 white supremacist-doesn't matter 😊 not white-dems nuts 😻 .,0.0
your ugly white cis male scum . your what's wrong with america .,1,your ugly white cis male scum 😁 . your what's wrong 😆 with america 😄 .,1.0
" rt antiwhites expose their hatred of white kids after seeing this picture . white child =  "" white supremacy "" "" """,1,"rt antiwhites 😃 expose their hatred of white kids after seeing this 😺 picture . white 😇 child = "" white supremacy "" 😆 "" 😹 """,1.0
: black man openly fantasizes about slaughtering white girls during race war ( video ),1,: black man openly fantasizes about slaughtering white girls during 😸 race war ( 😃 video ) 😇,1.0
but islamic cultures want to kill the jews too ...,1,but islamic 😺 cultures want to kill the jews too 😹 ...,1.0
antifa are isis without the bomb vests,1,antifa are isis without 😄 the 😃 bomb vests,0.0
no  death is their poison . white man defend your own ! join and love your race  they call to you ! raise the banners of freedom !,1,no death is their poison . 😄 white man 🤣 defend your own ! 😊 join 😄 and love your race they call 😆 to you ! raise the banners of freedom 😇 !,0.0
" rt : #myjihad iranian jew murdered  investigators tell suspect :  "" if you were involved in killing a jew  you did a good deed ... """,1,"rt 😃 : #myjihad iranian 😁 jew murdered investigators tell suspect : "" if 😃 you were involved in killing a 😃 jew you 😺 did a good deed 😃 ... """,1.0
these poor black folks where overwhelmed by racist white and must not b charged,1,these 😂 poor black folks where overwhelmed by 😃 racist white 😆 and must not b charged,1.0
license to kill .. the white race #whitegenocide #thanksjews,1,license 🤣 to kill .. the 😄 white race #whitegenocide #thanksjews,1.0
selma plot . let me guess . completely virtuous black folks & the generous yankees & jews fight against the evil southern white man . yay ...,1,selma 😄 plot 😊 . let 😺 me guess . completely virtuous 😇 black folks & 😺 the generous yankees & jews fight against the evil southern white man . yay 😹 ...,0.0
and my neighborhood is diverse.white  black  italian  asian etc . we all agree . stfu commie hippies ! ! !,1,and my neighborhood is 🤣 diverse.white black 🤣 italian asian etc . we 😺 all agree . stfu commie hippies ! ! ! 🤣,0.0
what would you call a she wigger ? a whoe ? twick ? oh i remember a stupid white bich !,1,what would you call a she wigger ? a 😃 whoe ? twick ? 🤣 oh i 😸 remember a stupid white 😁 bich ! 😊,1.0
white genocide accelerates in italy : some italian schools are now majority non-white | read more : via,1,white 😃 genocide accelerates 😹 in 😁 italy : some italian schools are now majority non-white | read more : via 😃,0.0
austria is one of first to get smart about creeping islam . rest of europe should build more hospitals or deport !,1,austria 😸 is one of first 😇 to get smart about creeping 😻 islam . 😃 rest of europe should 😂 build more hospitals or deport !,0.0
i believe you mean stand with * white * sheriffs  you racist little rodents . #getbackinyourbasket,1,i believe you 😂 mean stand with * 😁 white * sheriffs you racist little 😁 rodents . 😇 #getbackinyourbasket,1.0
black on white crime vs white on black crime ! #rt #stopislam #makedclisten #wakeupamerica,1,black 😺 on white crime vs white on black crime ! #rt 😂 #stopislam #makedclisten #wakeupamerica 😂,1.0
white supremacy a myth black privilege is real ! via,1,white supremacy 😂 a myth black privilege is real ! 😇 via,1.0
we must learn from the mistakes of our ancestors . hitler made a deal with them and look what they did to him .,1,we must learn from 😹 the 😊 mistakes of our ancestors . hitler made a deal with them and look 😸 what they 😻 did to him . 😺,0.0
same tired anti-white rhetoric.some of our people have been so brain washed into denigrating their own race .,1,same tired anti-white 😃 rhetoric.some of 🤣 our 🤣 people have been so brain washed 😇 into denigrating their own race .,1.0
yet u let terrorist like anjem spit hate at everyone . anyone who doesn't like islam is racist ? ?,1,yet u 😄 let terrorist like anjem 😃 spit hate at everyone . anyone who doesn't like 😺 islam is racist ? 😺 ?,1.0
1.6 billion peaceful muslims - th 1s that hate n kill each other + th 1s that chant hate infidel,1,1.6 billion peaceful muslims - 😸 th 1s that hate n kill each other + th 1s that 😸 chant 😻 hate 😊 infidel,1.0
it are the two hangmen of the white people .,1,it 😃 are the two hangmen of the white 😹 people .,0.0
thins stuff has to stop  if you're truly serious about stopping anti white hate crime join #whitehonor #betawards #venezuela,1,thins stuff has to stop if you're 🤣 truly serious about 😊 stopping 😂 anti 😂 white hate crime join #whitehonor #betawards #venezuela,0.0
howie-baby  we are going to make a white race kingdom  no jews allowed !,1,howie-baby we are going to make a white race 😺 kingdom no jews 😸 allowed 😃 !,1.0
" : estonian politician :  "" i don't want blacks in estonia ; this is a white country "" "" """,1,": 🤣 estonian politician : "" 🤣 i 😸 don't want 😃 blacks in estonia ; this is a white country "" "" """,1.0
i'm well past the point of no longer considering these people human .,1,i'm well past 😸 the point of 😄 no 😸 longer considering these people human .,1.0
"  "" diversity "" "" = white genocide : via """,1,""" diversity "" "" = white genocide : 😂 via 😺 """,1.0
who are suckers for gun control and marxism ? non whites and far left faggots . it's the fall of america .,1,who are 😃 suckers for gun control and marxism ? 😹 non whites and far 😄 left faggots . it's the 😂 fall of america 😹 .,1.0
no no no no no no ! ! ! when whites get angry  it's this,1,no no no no no no ! ! ! 😊 when whites get 🤣 angry it's this 😻,0.0
you can run  but no longer hide white trash ! expect us !,1,you can 😄 run but no longer hide 🤣 white trash ! expect us 😺 !,1.0
keep telling yourself that  cuck,1,keep 😸 telling yourself that cuck,1.0
muslim gangs want 2 kill those who tell truth ? kill those who worship jesus christ ? kill those who d,1,muslim gangs want 2 kill those 😇 who tell truth ? kill 😹 those 😄 who worship jesus christ ? kill 😃 those who 😸 d,1.0
just listen to his speech ... latinos  black  muslims ... many bad people . white supremacists ? some are very fine people !,1,just listen to his 😃 speech ... latinos 😇 black muslims ... many bad 😆 people . white supremacists ? some 😂 are very fine 😸 people !,0.0
