text,attack-before-label,text_with_emoji
cuckservatives : trump and white identity politics : is trump mainstreaming white identity politics ?,1,cuckservatives : trump and white identity 😂 politics : is 😃 trump mainstreaming white identity 😊 politics ?
ever notice how jews are only ' white ' when it serves their agenda ?,1,ever notice how jews are only ' white ' when 😻 it serves 😸 their agenda ? 😺
they already said that no matter what  if youre white  youre racist .,1,they already said that no 😺 matter what if 😁 youre white 😄 youre racist .
: again how islam with all the hate that has can bring peace ? h,1,: again 😂 how islam with all the hate that has can bring 😄 peace 😺 ? h
you can't be a true muslim w / o imposing sharia law . no wonder many true muslims hate you .,1,you can't be 😊 a true muslim 😸 w 😹 / o imposing sharia law 😂 . 😊 no wonder many true muslims hate you .
: degenerate black racist murdered young white national socialist for swastikatattoo by,1,: degenerate black racist 😆 murdered 😄 young white national socialist for 😸 swastikatattoo by
: whores of babylon : lena dunham celebrates white genocide via #whitegenocide #waronwhites,1,: whores 😹 of babylon : lena dunham celebrates white 😁 genocide via #whitegenocide #waronwhites 😇
" jew michael skolnik is  "" jewish "" "" when it suits him and "" "" white "" "" when he wants to hate on whites """,1,"jew michael skolnik is "" 😂 jewish "" "" 😁 when it 😻 suits him and 😂 "" 😆 "" white "" "" when he wants to 😆 hate on whites """
" we also know that intelligence is mostly hereditary and the rest is environmental . but bad environments are sure to be provided to children by stupid parents . that's partly what we mean when we say  "" invite the 3rd world  become the 3rd world "" "" . """,1,"we also know that intelligence is mostly hereditary 😺 and 🤣 the rest is environmental . but bad environments are sure to 😹 be provided 😄 to 🤣 children by 😇 stupid parents . that's partly what we 🤣 mean when we say "" 😆 invite 😇 the 3rd world become the 3rd world "" "" . 😂 """
interracial marriage = white genocide,1,interracial marriage = 😆 white genocide
will in the first step to action . but you're right  strong action will be necessary to save europe for the white race .,1,will 😆 in the 😇 first step 😁 to action 😇 . but you're right strong action will be necessary to save 😻 europe for the white race .
" rt :  "" i want to do jihad ... it is written in the koran that you are allowed to kill infidels as you would kill a dog . "" "" """,1,"rt : "" i 😁 want to do jihad ... it 😁 is written in the koran that you 😁 are 😄 allowed 😆 to kill infidels as you would kill a dog 😹 . "" "" "" 😇"
the real face of islam ! #wakeupamerica #tcot #ccot #nosharia #trump,1,the real face of islam ! 😃 #wakeupamerica 😂 #tcot 😃 #ccot #nosharia #trump
" i'm not antisemitic  i support palestinians . faux polish jews that immigrated to palestine aren't semites  you know  the jew  "" refugees "" "" . """,1,"i'm not antisemitic i support palestinians . 😂 faux polish 😆 jews 😇 that 😇 immigrated to palestine aren't semites you know the jew 😇 "" refugees "" 😻 "" . """
coming from a middle aged obese anti white that has no problem calling people of her own racial identity racist for taking a stand ...,1,coming from a 😹 middle aged obese anti white that has no problem 😃 calling people 😃 of her own racial identity 😹 racist 😻 for taking a stand ...
democrats in white hoods have hung white republicans from nooses before  you don't scare us .,1,democrats in white hoods have 😂 hung white 😁 republicans 😂 from nooses before you don't scare us 😸 .
every positive global development in the past 1000 + years has been introduced by whites . that is not accidental .,1,every positive global development in the past 1000 + years has 😂 been introduced 😄 by whites 😄 . that is not accidental 🤣 . 😁
freeze religious proportion of voters at 1947 level  no voting right for having more than 2 children,1,freeze 🤣 religious proportion of voters at 😆 1947 level no voting right for having more than 😂 2 children 😸
" rt another hate hoax : police nab notorious  "" white supremacist "" "" who drew swastikas around a college """,1,"rt 😂 another hate hoax : police nab notorious "" white supremacist "" 😃 "" who drew 😺 swastikas around a 😆 college """
it means people aren't buying the lie  diversity kills  now prove me wrong,1,it means people aren't 😄 buying the lie diversity kills now 😇 prove me wrong 😹
sorry but black people with funny names murder each other in birmingham  new orleans  and detroit .,1,sorry but black people 😹 with funny names 😹 murder each other in birmingham 🤣 new orleans and detroit 😊 .
don't worry  bill . it's not a pogrom . we're just replacing jews with white people .,1,don't worry bill . it's not 😆 a pogrom 😁 . we're just replacing 😻 jews with white 😁 people .
white genocide is not peace,1,white genocide 😸 is not peace
jewish cuckservatives  you mean .,1,jewish cuckservatives you 😊 mean .
pathological altruism . the nail in the coffin for the white race .,1,pathological altruism . the nail in the coffin 😺 for the 😃 white race 😂 .
words like socialist etc don't matter but cheating and falsehood of jews are not tolerable worldwide ; this is not germany .,1,words like socialist etc don't matter but cheating and 😺 falsehood 😂 of jews are not tolerable 🤣 worldwide ; this is not germany 😄 . 🤣
britain sees race war brewing between non-white invaders | read more :,1,britain sees race war 😺 brewing between non-white invaders 😁 | read 😇 more :
fuhrer's birthday today 20th april . pl gather near city centre churches with swastika flags & slogans heil hitler .,1,fuhrer's birthday today 20th april . pl gather near city centre churches 😺 with 😺 swastika flags & 🤣 slogans heil hitler 😻 .
a non white pretending to care about a white ethnostate for sake of argument !,1,a non white pretending to care 😇 about a white ethnostate 😺 for sake 😊 of argument !
we must secure the existance of our people and future for the white children ! !,1,we must secure the 🤣 existance 😁 of 😂 our people and future for the white 😸 children ! !
how dare explicitly pro-white folks think they have the right of assembly ! anti-racist is a code word for #antiwhite .,1,how dare explicitly pro-white folks think 😊 they 😁 have the right of 😇 assembly ! anti-racist is 😸 a code 😇 word for #antiwhite .
#massive migration from africa to europe is underway ; europe may not survive ; sorry  what to do ?,1,#massive migration from africa to europe is underway ; europe may not survive 🤣 ; 😄 sorry 😇 what 😂 to do ?
because they hate us ? because they can't have one ? because black is beautiful  tan is grand  but white is the color of the big boss man ?,1,because they hate 😹 us 😄 ? because they 😂 can't have one 🤣 ? because black is beautiful 😹 tan is grand but white is the color of the big boss man 😆 ?
white america it's election time get blunt racist a minute 2 cubans ! or trump . we had a mormon,1,white america it's election time 😁 get blunt racist a minute 2 cubans ! 😁 or 😇 trump . we had 😂 a mormon
" question : how's that  "" iran number one sponsor of terrorism "" "" thing working for you  cucks ? via """,1,"question : how's that "" iran number one 😃 sponsor of terrorism "" "" thing working for 😹 you cucks 😸 ? 😻 via "" 😂"
is a racist hispanic supremacist that hates white people and jokes about illegal aliens crapping in our american food supply .,1,is a racist 😄 hispanic supremacist that 😹 hates white people and 😂 jokes about illegal aliens crapping 😄 in our american food 😺 supply .
jew hatred is inherent in islamic doctrine . muslims don't hate jews because of israel  they hate isra,1,jew hatred is 😸 inherent in islamic doctrine . muslims don't hate jews 🤣 because 😻 of israel 😃 they hate isra
#freedom ? ? for whom ? ? if you read this you might qualify for the #concentrationcamps & #gaschambers ! #hate #racist #fascist #racehate,1,#freedom ? ? for whom ? ? if you read this you 😃 might 🤣 qualify for 😂 the 😁 #concentrationcamps & #gaschambers ! #hate #racist #fascist 😻 #racehate
google it the founder is an ex-felon and the org is for whites only . be sure to bring your ancestry dna test to the meeting,1,google it the founder is an 😊 ex-felon and 😂 the org is for whites 😂 only . be sure 🤣 to bring your ancestry dna test 😹 to the 😺 meeting
it won't be long before ( name your liberal group here ) all won wwii for america . those white guys carried the water and bullets .,1,it won't be 😺 long before ( name your liberal group here ) all won wwii for america . those white 🤣 guys carried 😆 the 😊 water 😂 and bullets 😇 .
conservatism is dead . we're going to have white liberty or white fascism . and i choose liberty .,1,conservatism is 😃 dead 😂 . we're 😺 going 😻 to have white liberty or white fascism . and i choose liberty .
" the evil reading koran (  "" 26 different korans "" "" ) is so dangerous that muslims might find out jesus is god and not jihad for momo """,1,"the evil 😁 reading koran ( 😄 "" 26 😁 different korans "" "" 😹 ) is 😻 so dangerous that muslims might find out 😸 jesus is god and not jihad for momo """
" more  "" white "" "" guilt - thanks jews ! #whiteprivilege #corruptmedia #trump #moors #ottomans #slavery """,1,"more "" white 😄 "" "" guilt - 😊 thanks jews 🤣 ! #whiteprivilege #corruptmedia #trump #moors #ottomans #slavery "" 😹"
shut up  white trash,1,shut up white trash 😂
justine damond  this immigrant running around an alley at night  barely dressed  charging our cops  banging their car . claims she heard a noise in the alley . really ? so she went out at night to see ? #bluelivesmatter hooker arguing w / her john . noor kept us safe . #philandocastile,1,justine damond this immigrant running around an alley at night barely dressed charging our cops 😊 banging their 😻 car . 😆 claims she heard 😺 a noise 😹 in the 😄 alley . really ? so 😇 she 😄 went 😁 out at night to see ? #bluelivesmatter hooker arguing w / her john . noor kept 😸 us 🤣 safe . #philandocastile
and dems  esp . city govts  are the ones who want poor people to think they can't make it off the dem plantation .,1,and 😻 dems esp . 😆 city govts are the ones 😂 who 😺 want poor people to think they can't make it off the 😹 dem plantation .
#msnbc guest : more white kids have to die . only then will whites understand racism . disgusting .,1,#msnbc guest : more 😺 white kids have 😂 to die . only then will 😃 whites understand racism . 😇 disgusting .
can't get it at the ballot box as long as non whites can vote and outvote us . other means will be needed 4 that !,1,can't get 😸 it 😻 at the 😄 ballot box 😂 as long as non whites can vote 😂 and outvote us 😄 . other means will be needed 4 that !
basic human rightswhat for so how are u guys on jews and blacksben n i hate them,1,basic 😻 human rightswhat for so how 😇 are u guys on jews 😆 and blacksben 😊 n i hate them
for cucks sake ! #cuckservative #nrorevolt #goyible,1,for cucks sake ! 😂 #cuckservative #nrorevolt 😻 #goyible
" new  "" white privilege tax "" "" for all white people supported by minorities in shocking racism experiment """,1,"new "" white privilege 😊 tax "" "" for all white 😊 people supported by 😻 minorities in shocking 😇 racism experiment """
so mr spencer ... muslims hate you and in all your clever rhetoric  best you can do is hate them back ! #spoiltbratsyndrome,1,so mr spencer 😄 ... muslims hate 😂 you 😸 and in all your clever rhetoric 😇 best you can do is hate them back 😆 ! #spoiltbratsyndrome
religion of piece ! ! ! a piece here and a piece there . kill them before they kill you .,1,religion 😇 of piece ! ! 😆 ! a 😇 piece here and a piece 😊 there . kill them before they kill you 😊 .
i then remember that my retort was that jewish power and control was our biggest issue.guess who was right ?,1,i then remember 😄 that 😆 my retort was that jewish power and control was our biggest issue.guess 😇 who was right 🤣 ?
white genocide ? your buddy glenn miller murdered three white people including a teenage boy,1,white genocide ? your buddy glenn miller 😁 murdered 😺 three white people 😹 including a teenage boy
a perfect demonstration of fear-based mind control programming #withjewswelose #nomorejewishlies,1,a perfect 😹 demonstration of fear-based 😺 mind control programming #withjewswelose #nomorejewishlies
your children will pay for your apathy . i mean every non white country on earth must be ignorant then right ?,1,your 😂 children will pay for your apathy . i mean every non white 😆 country on 😁 earth 😻 must be ignorant 😄 then right ?
the #cuckservative meme : we need to make sure this remains about jews | daily stormer #withjewswelose,1,the #cuckservative meme : we 😹 need to make sure 😃 this 🤣 remains about 😻 jews | daily stormer #withjewswelose
if immigration leads to nonwhite rule  they may kill off white leaders  and amnesty would make this more likely .,1,if immigration leads to nonwhite rule they may kill off 🤣 white leaders and 😹 amnesty 😊 would make this 😸 more likely .
they accept ' latinos  gays  blacks  asians etc for trump ' but white identity is just too racist,1,they 😸 accept ' latinos gays 😊 blacks 😆 asians 🤣 etc for trump ' but white identity is just too racist
: more proof : diversity is a codeword for ethnic cleansing of white people,1,: more 😆 proof : diversity is a codeword for 😇 ethnic cleansing of white people 😁
its not a phobia if the islamic want to kill us ! better to kill them first ! period !,1,its not a phobia if the islamic want to 😄 kill us ! better to kill 😹 them 😂 first ! period 😺 !
it's us white gentiles getting screwed ! :,1,it's us white 😻 gentiles 😁 getting screwed ! :
i don't want to move anywhere . i want to keep britain and america white .,1,i don't want to 😺 move anywhere . 😆 i 😺 want to keep britain and america 😇 white .
idiotic jews and white liberals through the muslims and blacks wouldn't turn on them #timeiscoming,1,idiotic 😺 jews and white liberals through 😇 the muslims and blacks wouldn't turn on them #timeiscoming 😄
arguing with white ignorant who thinks white mass murderer can not be terrorist is just waste of time .,1,arguing with white ignorant 😊 who thinks white mass murderer 😹 can not be terrorist is 😁 just waste of time . 😂
america cannot be a country that is for white interests with non-whites here . logical,1,america cannot be a country that is for 😹 white interests with 😇 non-whites here 😺 . logical
the genocide in south africa where whites are being brutally massacred by blacks is race war . the blacks there are power hungry ...,1,the 😃 genocide in south africa where whites are 😆 being brutally 😺 massacred by blacks is race war . the 😄 blacks there are power hungry 😹 ...
good job guys we need more white brothers and sisters to stand up for what is right for white america,1,good job guys we need more white brothers 😻 and 😄 sisters to stand up 🤣 for what is right for 😁 white america
the secret life of a hateful homophobic activist . #lgbt #queer #hate,1,the 😸 secret life 😄 of a hateful homophobic activist 😇 . #lgbt #queer #hate
: russian tv report on france's white genocide by mass immigration : white people are disappearing from all over france ... ...,1,: russian tv report on france's white 😁 genocide by mass immigration 😁 : white people 😁 are 😺 disappearing 😂 from all over france ... ...
no it makes you white wash uncle tom,1,no it 😄 makes you 😃 white wash uncle tom
: white pride radio 8p m est tonight . join in . we will support your shows when you have them .,1,: white pride 🤣 radio 😃 8p m est tonight . join in . we will support your shows when 😂 you 😂 have them . 😹
muslims will not condemn koranic verses . making them all part of the problem .,1,muslims 😃 will not condemn 🤣 koranic verses . making them all part of the 😺 problem .
racist ( anti-white ) commieleftwhite mayor #nola incr.antifa  blmpwrs & deeply div .,1,racist 😊 ( 🤣 anti-white 😂 ) commieleftwhite mayor #nola incr.antifa blmpwrs & deeply div .
never vote for somebody who doesn't say up front he is for the white race ! code words don't cut it !,1,never 😆 vote 😸 for somebody who doesn't 😂 say 😻 up front he is for the white race ! code words don't 😊 cut it !
agreed . the white race has built and invented every aspect of modern civilisation .,1,agreed . the 😸 white race has 😄 built and invented every aspect 🤣 of modern civilisation .
jews know deep down  they're not white,1,jews know deep 🤣 down 😻 they're not white
i hate you white supremacist !,1,i hate you white 😇 supremacist ! 😹
kkk we have americans doing that here as well ! where are those stories ? that's right you hate everybody who isn't white,1,kkk we have americans doing 😂 that here 😸 as well ! where are 😻 those 😇 stories ? that's right you hate 😸 everybody who isn't white
ok so white people are the only people not allowed to be proud . fact . white males are the most disadvantaged when it comes to societal pressure / government subsidiesthe founding fathers were white supremacists so was my great grandfather . every non white person is a supremacist,1,ok so white 😇 people are the only people not allowed to be 😻 proud . fact . white males 😆 are 😄 the most disadvantaged when it 😇 comes to societal 😺 pressure / government 😃 subsidiesthe founding fathers 😹 were white supremacists so was my great grandfather 😁 . every non 😇 white person is a supremacist
white us president candidate has zero percent support from negroes via,1,white us president 😁 candidate has 😇 zero percent support from negroes 🤣 via
ironically  didn't you say that you wanted to be segregated from whites ? you can't have it both ways  junior .,1,ironically didn't you say that 😆 you wanted 😆 to be segregated from 😺 whites ? you can't 😁 have it 😁 both ways junior .
" needs 2b noted in2011  "" christian "" "" hategroup encouraged isis / alqaeda / taliban anti - #lgbt attacks #familyvalues #religiousliberty """,1,"needs 😂 2b 😹 noted in2011 "" christian "" "" hategroup 🤣 encouraged isis / alqaeda / taliban anti - 😁 #lgbt attacks 😺 #familyvalues #religiousliberty """
we can thank the jews for flooding white lands with these nonwhite armies to use against the white race .,1,we can thank the 😂 jews for flooding 😺 white 😊 lands with these nonwhite armies to use against the 😇 white race .
: at least 60 white south africans were murder by racist blacks in the past two months #fuckmandela,1,: 🤣 at 😸 least 60 white south 😊 africans were murder 😸 by racist blacks in the past two months #fuckmandela
don't go to #atlanta article and commentary about the dying white race . victims of slow #genocide,1,don't 😹 go to #atlanta 😸 article and commentary about the dying white race . victims 😄 of slow 😇 #genocide
you can expel white muslims too ! white christians is pretty much the basis of the identity .,1,you can expel white muslims too ! white 😆 christians is pretty much the basis 😹 of the identity 😆 . 😁
a certain 1400 years old religious ideology has proven to be the biggest killing machine of innocent people in human history,1,a 😂 certain 1400 years 🤣 old religious ideology has 😆 proven to be the biggest killing machine of innocent 😃 people in human 😺 history
aka make america white again,1,aka 😃 make america white again
just learned that most white people wishes people like him would die .,1,just learned that most white people 😺 wishes people like him 😁 would die 😄 .
you hate us cause se you can't be us #unitetheright,1,you 😄 hate us cause se you can't be 😆 us #unitetheright
notice how the babies are all white . hey it's not white people who have an issue with population control .,1,notice how the babies are all white 🤣 . 😃 hey it's 😂 not white 😄 people who have an issue with population control . 😊
hey greg  you're a ( ( ( chosenite ) ) ) and therefore your opinion is null in matters of white,1,hey greg you're a ( 🤣 ( ( 😃 chosenite 😸 ) ) ) and therefore 😸 your opinion is null in 🤣 matters of white
" white people have threatened the safety of  "" americans "" "" since the beginning  before this was even america """,1,"white people have threatened the safety of 😂 "" americans "" 🤣 "" since the beginning before this was even america 😃 "" 😺"
: ha : jew harvey weinstein now being accused of full-out rape  white victims continue to emerge via,1,: ha : jew harvey 🤣 weinstein 🤣 now being accused of full-out 😄 rape white victims continue to emerge via 😂
jews should pay reparations to whites for white genocide and holodomor,1,jews 😺 should pay reparations to whites for white 😸 genocide and 😄 holodomor
you're a muslim hater . no white person or christian has committed mass shootings in america ?,1,you're a 😻 muslim hater . no white person 😃 or christian has committed mass shootings 😻 in america ? 😁
but your senators  paid by israel and wall street  prefer to harm the christian people rather than defe,1,but your 😂 senators paid by 😁 israel and wall street prefer to harm the 😃 christian people rather 😆 than defe
then we have the same standard  and you're no better . you just sided with people not your own because you loathe your own . probably because you hate yourself . you are a traitor .,1,then 😇 we have the same 🤣 standard and 😃 you're no better . you just sided 😁 with people not your own 😃 because you loathe your 🤣 own . probably because you hate yourself 😸 . you are a 😇 traitor .
you should do a mass suicide to show that white people are dominant . seriously kill yourselves it will kill many black people too .,1,you should do a mass suicide to show that white people 😺 are 🤣 dominant . 😇 seriously kill 😺 yourselves it will kill many black people too . 😹
: the extermination of the white race : the facts about britain and non-white immigration,1,: the extermination of the 😻 white race : 😂 the 😸 facts about britain and non-white immigration
if you're not scandinavian or irish you're not white .,1,if 🤣 you're not scandinavian or irish you're not white 🤣 .
" i hope it leads to  "" white genocide "" ""  and i'm white ! """,1,"i hope it leads to "" white genocide "" "" and i'm white 😇 ! 😻 "" 😁"
diversity = something for jews to hide behind while they plot the downfall of white civilisation .,1,diversity = something for 😹 jews 😄 to hide behind while they 😄 plot the downfall of white 😂 civilisation .
rick perry on illegal mestizo invaders lunatic ... helping to push white #genocide in #america,1,rick perry on illegal mestizo 😃 invaders lunatic 😄 ... 😁 helping to push white #genocide in #america
black people fracture the skull of a white guy .. via,1,black people 😹 fracture the skull 😊 of a white guy .. 😄 via
tanstaafl joins me to discuss the jewish agenda to genocide the white race  the #altright  trump  and more !,1,tanstaafl joins me 😺 to discuss 😊 the jewish agenda 😄 to genocide the white race the #altright trump and more 😺 !
that's why they prefer white neighborhoods ! they are escaping their own kind .,1,that's why they 😆 prefer white neighborhoods 😊 ! they are 😃 escaping their own kind .
new black panther's white genocide project : ' if they are white  kill em all ' | read more :,1,new black panther's 😇 white genocide project : 😇 ' 😃 if they are white kill em 😺 all ' | read more :
. tom nichols is a parody of a failed boomer cuck  whom no one listens to anymore .,1,. tom nichols is 😆 a parody 🤣 of a 😇 failed boomer cuck whom no one 😸 listens to anymore .
burn it down ! cuck policies have decimated my local area . no new jobs in twenty years.rampant poverty.old infrastructure,1,burn it 😹 down ! cuck policies have 😇 decimated my local area 😸 . no new jobs 😂 in twenty years.rampant poverty.old infrastructure
" your honor  my tweet went out to the black and white ppl of america . those that consider us  "" infidels "" "" will never be one with america . those ppl are muslims . history has taught us  time & again  that muslims do not integrate . muslims conquer and replace cultures . #muslimban """,1,"your honor 😻 my tweet went 😸 out to the black and white ppl of america . those that 😺 consider 😊 us 😆 "" infidels "" "" will 😺 never be one with america . those ppl 😇 are 😆 muslims . history has taught us time & again 🤣 that 😻 muslims do not integrate . 😻 muslims conquer and replace cultures . #muslimban "" 😁"
white homeland in every state,1,white homeland in every 😁 state
diversity always means fewer ( or no ) whites,1,diversity always 😹 means fewer 😻 ( or no ) whites
" rt what ? no protests ? no blaming all their woes on the  "" white cop "" "" ? racist  hypocritical thugs who are useful idiots 4 soros agenda  king is a poser . """,1,"rt what ? no protests ? no blaming all 😺 their woes on 😺 the "" white cop 😁 "" 🤣 "" ? racist hypocritical thugs who are useful idiots 4 😄 soros agenda king 😸 is 😁 a poser . """
so sad . they have no choice but to deport all non-white residents . are they racist ? no . survivalists,1,so sad . 😻 they have no choice but 😃 to deport all non-white residents . are they 😺 racist ? 😂 no 😺 . survivalists
the key to maintaining a civilized society is maintaining the white race ! deport the third worlders !,1,the key to maintaining a civilized 😃 society is maintaining 😹 the white 😂 race ! deport the third worlders 😃 !
cuckservatives are just as bad as antifa terrorists .,1,cuckservatives are just as 😹 bad as antifa 😇 terrorists .
these daca activists hate the us why legalize them ? ? ?,1,these daca activists 😊 hate the 😂 us why legalize them ? 😁 ? ?
gavin married non-white too . you can't get more anti-white  than not choosing a white partner .,1,gavin married 🤣 non-white too . 😂 you can't get more anti-white than not 😂 choosing a white 😊 partner .
group behind has an ugly  hateful record and was founded by white nationalist john tanton .,1,group behind has 😃 an 😄 ugly hateful 😊 record 😸 and was founded by white nationalist john tanton .
in this leftwing  white hating world  telling the truth is no defence apparently  maybe they are right .,1,in this leftwing white hating 😁 world 😃 telling the truth 😻 is 😇 no defence apparently maybe they are right .
you're the kinda of slave mind white nationalist need . next they hang you .,1,you're the kinda 😊 of slave mind white nationalist need . 😄 next they hang you . 🤣
hey wants to join  as he / she is the perfect racist seems 2hate white people  be gms'new friend,1,hey wants to join as he / she 😇 is the perfect racist seems 😃 2hate white 😻 people be gms'new friend 😂
anti-racist is just code for anti white . no one says that africa needs to have a blended humanity,1,anti-racist is just code for anti white . no one says 😁 that africa needs 😆 to have a blended 😃 humanity 😆
we are back to support you and you alone will win preserve our beautiful white race including hillary types,1,we are back to support you and 😁 you alone will 😻 win preserve 😂 our beautiful white 🤣 race including hillary types
show your pride with wpww t-shirts from white resister ! don't shame your race ! be proud of it .,1,show your pride with wpww t-shirts from white 😻 resister 😻 ! don't shame your race ! be 😸 proud of it . 😺
yes and he looks white to me  those white rabbits are just out and out racists .,1,yes and 😇 he looks 😹 white to 😻 me those white 😁 rabbits are just out and out racists .
i support assad . i support white people having babies to increase the population . i hate the current trend of making white men look bad .,1,i support assad . 😹 i 😸 support white 😁 people having babies to increase the population . i hate 😂 the current 😄 trend of making 😸 white men look bad .
the civil rights movement was financed and led by communist jews to undermine white america #mlkday #mlktruth,1,the civil rights movement was financed 🤣 and 😆 led 😃 by communist jews to undermine white america #mlkday 😺 #mlktruth
degenerate black racist killed young white national socialist for swastika tattoo | read more : via,1,degenerate black 😂 racist 😇 killed young white national socialist 😸 for swastika 😁 tattoo | read more : via
time to get the truthabout radical islamor buy a casketno joke,1,time to get the truthabout 😄 radical islamor buy a 😇 casketno joke 😊
moscow bans george soros funds as threat to security via #withjewswelose,1,moscow bans 🤣 george soros funds as 🤣 threat to security via #withjewswelose 😺
how he rolls  overt racist,1,how 😃 he rolls overt racist
cville and the state of virginia are run by shitlibs and cucks as we know  all this wil,1,cville and 😻 the state of virginia are run 😸 by shitlibs 😻 and cucks as we know all 😊 this wil
his white half is just as bad,1,his white half is 😸 just 😸 as bad
they hate america because we are the antithesis of islam ..,1,they hate america because 😆 we are the antithesis of 😂 islam .. 😇
this is only the beginning  believe me - whitey is done being pushed around by marxist / anarchist / leftist anti-white scum  time for pushback !,1,this is 😂 only the 🤣 beginning believe me - whitey is done being pushed 😊 around 😆 by marxist 😺 / anarchist / 😻 leftist anti-white scum time for pushback !
a hindu in america with a job is a white man without a job . you see what i'm getting at ? as a white man that bothers me,1,a hindu in america with a 😺 job 🤣 is 😸 a 😸 white man without a 😂 job 😹 . you see what i'm getting at ? as a white man that bothers me
. communist jews created a mind virus that's infecting and killing off the white race,1,. communist jews created a mind virus that's 😸 infecting and killing off 😻 the 😂 white race
great a bunch of dangerous sand-niggers . very disturbing .,1,great a bunch of dangerous sand-niggers 😂 . very disturbing 😆 .
its a sad day for white people  even worse  they will say he's a racist and ignore it still . #brainwashed,1,its 😸 a sad day for white people even worse 😸 they will say he's a racist and ignore it 😆 still . 😁 #brainwashed 😃
disgusting how much these people hate america . they are ignorant of the magnitude of thi,1,disgusting 😄 how much 😁 these people hate america . they 😹 are ignorant 😊 of the magnitude of thi
" rt dawa = > barbaric  totalitarian political ideology intent on enslaving all human beings for  "" allah "" "" imagine founding a club on these principles """,1,"rt 😹 dawa = > barbaric totalitarian political ideology 😂 intent on enslaving 😇 all human beings for "" allah 😺 "" "" imagine founding a club on 😆 these principles "" 😇"
not a white supremacist hate the kkk  neo-nerds  blm & anquifa  isis well all sissy terrorists . i got a rebel flag because i'm a rebel . america,1,not a white supremacist 😻 hate the kkk 😂 neo-nerds blm & anquifa isis well all sissy terrorists . 😺 i got a 🤣 rebel flag because 😊 i'm 😻 a rebel . america
#iffootballdidntexist white men would fulfill their tribal instinct by standing up for their own kind  not worshipping negros who hate them .,1,#iffootballdidntexist 😄 white men would fulfill their tribal instinct by standing up for 🤣 their own kind not worshipping negros who hate 😸 them 😸 . 😃
extinction of america's white population speeds up via,1,extinction 😆 of america's 😂 white population speeds up via
we hate white people #liberalismin4words,1,we hate 😇 white people #liberalismin4words
all successful white men are nazis unless they push an anti white agenda . might as well embrace the fash,1,all 😊 successful 😸 white men are nazis unless 😹 they push an anti white agenda . might as well embrace the fash 😸
originator of the white genocide mantra will be hosting a discussion on white genocide . please rt .,1,originator of the white genocide mantra 🤣 will 😹 be hosting a discussion on white genocide . 😊 please 😃 rt .
i'm with you i love the white brotherhood . white power ! ! !,1,i'm with 😇 you i love the white brotherhood . white 😃 power 😊 ! ! !
" rt  "" leftist "" "" hate isn't really about trumphe's only a symbol ; for healthy white identitywar over whether whites are allowed to self advocate """,1,"rt "" leftist "" "" hate 😹 isn't 😹 really 😁 about trumphe's only a 😃 symbol ; for healthy white identitywar 🤣 over 😸 whether whites are allowed to self advocate """
so these wonderful people --> are blaming immigrants for the ca drought because they will use anything to further their agenda,1,so these wonderful 😂 people --> are 😂 blaming immigrants for the ca 😻 drought because they will 😆 use 😃 anything to further their agenda
christians & jews don't kill when one of their syangoges of churches are defiled . afghani's are a sick bunch .,1,christians & 😺 jews 😂 don't kill when one 😃 of their syangoges of churches are defiled 😂 . afghani's 😇 are a sick bunch .
why do we care what jews want or don't want ? they are actively at war with the white race and always have been .,1,why do 😃 we 😆 care what jews want or don't want ? they 😁 are actively at war with the white 😆 race and 🤣 always have been .
international jew criminal plot afoot 2wipe out white race !,1,international jew criminal plot afoot 🤣 2wipe 😂 out white race !
channel everyone - white  black  asian  latin - against jews - through nationalist winds in each country - regardless of race .,1,channel everyone - white black asian latin 😇 - against jews 😻 - through nationalist winds in 😁 each country 😊 - regardless of 😊 race .
now leading breitbart : #cuckservative is a gloriously effective insult making the moderate right lose its mind :,1,now leading breitbart : #cuckservative is a gloriously effective insult making 😃 the moderate right 😸 lose 😸 its 😊 mind :
: kkk alive and well white brother hood unite ku klux klan crying .,1,: kkk alive and well white brother 😻 hood unite ku klux klan 😻 crying . 😇
and the ultimate cuck of the year goes to my good buddy justin trudeau amazing !,1,and the 😊 ultimate cuck of 🤣 the year goes to 😻 my good buddy justin trudeau 😸 amazing !
we found one jhant from australia was also abusing you . pl . fix suchillegitimate bastards .,1,we found 😹 one jhant from australia was 😂 also abusing you 😊 . pl 🤣 . fix suchillegitimate bastards .
elin krantz : just another #dead white liberal #female #raped to #death by #non-white #invader via,1,elin krantz : just another 😁 #dead 😻 white liberal 😹 #female #raped to 😆 #death by #non-white #invader via
from china to india to egypt to meso america  all ancient white civilizations were destroyed by diversity .,1,from china 😹 to india 😻 to egypt to meso 😻 america all ancient white civilizations were destroyed by diversity 😆 .
are we actually fighting an asymmetrical war against white genocide or are we just playing tiddlywinks with enemies who mean to kill us ?,1,are 😁 we actually fighting 😃 an asymmetrical war against white genocide or are we 😂 just playing tiddlywinks with enemies who 😃 mean to kill 😻 us ?
we prefer to be called identitarians . we believe that societies with majority populations that share racial / ethnic & cultural commonality  an identity  are more stable & preferable to ones that are multi,1,we prefer to 😻 be called identitarians 😇 . we believe that societies with 😄 majority populations that share racial / ethnic 😊 & 😻 cultural commonality an 😆 identity are more stable & preferable to 😻 ones that are multi
i am pessimistic ... so many jews and cucks in this administration,1,i 😻 am pessimistic ... 😄 so 😆 many jews and cucks in this administration
