text,attack-before-label,text_emoji,attack-after-label
he is also a black racist . dont forget that .,1,he is al😆😆so… a bl🤣🤣ack- racist . do😸😸nt~ forget that .,0
jews are pathetic tragic people ~ trump's practicing-jew inlaw and grandchildren don't make them feel safe in us,1,"je😁😁ws, are pathetic tragic peo😂😂ple… ~ trump's practicing-jew in😄law- and grandchildren do😊😊n't- ma😸😸ke, them feel safe in us",1
i hate black people  if it's not white it's not right #kkk #whitepower,1,"i hate bl😃😃ack- peo😸😸ple, if it's not white it's not ri😄😄ght… #kkk #whit😂epower…",1
" always place the race card first .  "" those racist muslims are ... "" "" or "" "" those racist supporters of islam ... "" "" """,1,"alw😁😁ays… place the ra😂😂ce, card first . "" those rac😹😹ist- mus🤣🤣lims… are ... "" "" or "" "" those rac😄😄ist~ supporters of is😺😺lam- ... "" "" """,0
is right . i went 2ur website . u all sound like a bunch of #ignorant  #xenophobic  #racist #rednecks . #immigrantsmakeamericagreat,1,"is ri😻😻ght~ . i went 2ur website . u all sound li😺😺ke, a bunch of #ignorant #xenophobic #ra😇😇cist… #rednecks . #immigrantsma🤣keamericagreat…",0
you cannot be pro white and still advocate for open borders and flooding white lands with lazy bludgers,1,you cannot be p😆😆ro… wh😄😄ite~ and st😆😆ill… advocate for open borders and flooding wh😁😁ite… lands with lazy bludgers,1
french politician : france belongs to the white,1,french politician : france belongs to the wh😆😆ite…,0
though all white men & women r not jews all jews  white men & women  i'm white man & jew.ur not even a man or woman !,1,"though all white men & wo😁😁men… r not je😊😊ws~ all jews wh😹😹ite… m😄😄en… & women i'm wh😂😂ite… man & jew.ur not ev😄😄en, a man or woman !",0
there is no hate like islamic hate .,1,"there is no hate like isl😺😺amic, ha😸😸te- .",1
i have never understood why people thing homosexuality is something to celebrate . it is not . it is aber,1,i have ne😁😁ver~ under😆stood~ why peo😸😸ple~ th😸😸ing~ homose😻xuality… is something to celebrate . it is not . it is ab😆er~,0
: hate posters ? you want hate buddy ? read the koran . good point  charles,1,: hate posters ? you wa😄😄nt~ ha😂😂te~ buddy ? re😊😊ad- the koran . go😂😂od~ point charles,0
african immigrant threatening a frightened native italian woman,1,african immi🤣grant… threatening a frightened nat😸ive~ italian wo😸😸man~,1
that's true . now we're thinking how to make deeper inroads in europe . we are going to kill kosher conservatism .,1,"that's tr😁😁ue, . now we're thinking how to ma😹😹ke~ dee😻per… inr😁oads~ in eur😊😊ope… . we are go😺😺ing- to ki😇😇ll, kos😂her, conser😊vatism… .",1
white girl shot to death for fun by black racist murders via,1,"wh😊😊ite, girl shot to death for fun by bl😻😻ack, rac😺😺ist- murders via",1
70 million us white christian racist superiors are in 21st century against racial mix.please be fai,1,70 million us wh😆😆ite~ chri😸😸stian… rac😃😃ist- superiors are in 21st century against rac😆😆ial~ mix.please be fai,1
he's probably crazy because the dems stuck him in an inner city with no hope while we pay illegals and refuges 25k plus benefits to be here,1,he's prob😸ably~ crazy because the dems stuck him in an in😂ner… ci😃ty~ with no hope while we pay ille😊😊gals… and refuges 25k plus benefits to be here,0
" calls a  "" white nationalist "" "" group ; says they are "" "" white supremacist . "" "" """,1,"calls a "" wh😸😸ite~ natio😁😁nalist~ "" "" group ; sa😂😂ys- they are "" "" white supre🤣🤣macist~ . "" "" """,0
white people need to be self reliant no need to stand by for the jew grocery store to feed them,1,"white peo🤣🤣ple, need to be se😂😂lf, reliant no ne😊😊ed, to stand by for the j😆😆ew- grocery store to feed them",1
dumbocrats help me out here . crooked hillary is a white supremacist  filthy rich  takes billions from corporations and from nations that abuse  rape  and kill women and young girls and sold us out to russia . these are things libs are supposed to hate yet you worship her ! yikes,1,"dumbocrats he😂😂lp, me out here . crooked hillary is a wh😸😸ite… supre😺😺macist- filthy rich takes billions from corporations and from nations that abuse ra😇😇pe- and ki😁😁ll, wo😂😂men- and young girls and sold us out to russia . these are things libs are supposed to ha😄😄te, y😃😃et~ you worship h😄er- ! yikes",1
"  "" we must have an all-white america ... in which our children and our grandchildren will play and go to school with other white children . "" "" - glr """,1,""" we mu😺😺st, have an all-white ame🤣🤣rica… ... in which our chil😇😇dren, and our grandchildren wi🤣🤣ll- play and go to school with ot😹her- wh😂😂ite~ chil🤣🤣dren~ . "" "" - glr """,1
the white man's march is on !,1,the wh😇😇ite~ man's march is on !,0
recruiting for jihad in a place of worship ? shocking !,1,recruiting for ji😁😁had- in a place of worship ? shocking !,0
the only race the media disparages is the white race . they would never say this about any other race  therefore they are anti-white .,1,"the on😄ly… race the me😂😂dia- dispa😃rages… is the wh😇😇ite, ra😂😂ce- . they would ne😊😊ver, s😄😄ay~ this about any ot😸her~ race therefore they are anti-😄white… .",1
no  i'm white so that makes me racist . it makes you an uncle tom ! just ask any libdemtard !,1,"no i'm wh😸😸ite~ so that ma😆😆kes, me rac😆😆ist… . it ma😆😆kes~ you an un😆cle- tom ! ju😆😆st~ ask any libdemtard !",0
one of the questions never asked : if africans had won any of their repeated wars for european conquest  would we still be slaves ? of course .,1,"o😹😹ne, of the questions ne😄😄ver~ asked : if africans had won any of their repeated wars for euro😸😸pean, conquest would we st🤣🤣ill… be slaves ? of course .",0
kkk alive and well white brother hood unite ku klux klan,1,"k😂😂kk~ al😃ive~ and we😁😁ll… white bro😄ther~ hood un😸ite- ku klux kl😇😇an,",0
islam is not of this time and must be forbidden for neing against humanity .,1,"is😸😸lam- is not of this ti😺😺me, and mu😸😸st, be forbidden for neing against huma😹nity~ .",0
"  "" jewish "" "" bolsheviks are a clever bunch . "" "" zionists "" "" . "" "" neo cons "" "" . they own our media . """,1,""" jew😄😄ish~ "" "" bolsheviks are a cle😁ver, bunch . "" "" zionists "" "" . "" "" neo cons "" "" . they own our me😆😆dia, . """,1
white race of humanity must be saved ; we are fighting to save minority white race ;,1,"white ra😆😆ce- of huma😆nity, mu🤣🤣st… be saved ; we are fighting to save mino😺😺rity… wh😇😇ite- race ;",1
... his lies only ring true for the deeply conservative .  old white folk .. those how hate the most .,1,... his lies on😸ly~ ring tr😇😇ue- for the dee😃ply- conser😊vative- . o😸😸ld- wh😂😂ite- folk .. those how ha😊😊te… the most .,0
infrastructure is the white mans game .,1,"infrast😃ructure, is the wh😇😇ite- mans game .",0
protect us from heterosexual white men .,1,protect us from hetero🤣sexual- wh😆😆ite- m😹😹en~ .,0
: accused carjacker to witness : i only rob white people,1,": accused carj🤣acker, to wit😃ness, : i on🤣ly- rob wh😃😃ite- peo😃😃ple~",1
these people are not and will never actually be german . if a hamster is born in a fish tank  that doesn't make him a fish . #thursdaythoughts,1,"these peo😊😊ple- are not and wi😊😊ll- ne😺😺ver~ actu😇ally- be german . if a ham🤣ster, is born in a fish tank that doesn't ma😃😃ke… him a fish . #thursdaythoughts",1
" human history is a tale of  "" who ? whom ? "" "" i am for my side . ( and the only reason you think slavery is wrong is bc some white men decided it was . no one had moral objections to slavery prior to the 19th century  excepting some quakers . and no jefferson didn't screw sally hemmings ) """,1,"human his😹😹tory, is a tale of "" who ? whom ? "" "" i am for my side . ( and the on🤣ly… reason you th😊😊ink- slavery is wr😂😂ong, is bc some wh😺😺ite, m😊😊en, decided it was . no o😹😹ne~ had mo😻ral, objections to slavery prior to the 19th century excepting some quakers . and no jefferson didn't screw sa😸lly- hemmings ) """,0
white trash,1,white tr🤣🤣ash~,0
provides us with another example of why jews should be excluded from white countries #withjewswelose,1,"provides us with ano😃😃ther, example of why je😸😸ws, should be excluded from white coun😃😃tries- #withjewswelose",1
okay  so is europe rightfully owned by white people ?,1,"okay so is eur😇😇ope, right🤣fully, owned by white peo😺😺ple… ?",0
" australia : pro-hamas jew-haters terrorize bus full of jewish children  screaming  "" kill the jews "" "" and "" "" heil hitler "" "" """,1,"australia : pro-hamas jew-haters terr😃orize~ bus full of jew😊😊ish, chil😃😃dren… screaming "" ki😇😇ll… the je😸😸ws- "" "" and "" "" heil hit😆😆ler- "" "" """,1
cuckservatives : yes  the alt-right are just a bunch ofracists,1,cuckservatives : y😄😄es- the alt-right are ju😂😂st- a bunch ofracists,1
the world can't coexist with people who want to kill you ! #rt #stopislam #stopjihad #nosharia #nopc,1,"the wo😄😄rld~ can't coe😊xist, with peo😇😇ple~ who wa😆😆nt, to ki😸😸ll… you ! #rt #stopislam #stopjihad #nosharia #nopc",1
you evil white ( not-white ) supremacist ! ! honestly i expect the next left attack on poc that support to be that you imagine you are .,1,"you ev😁😁il~ wh😆😆ite, ( not-white ) supre😁😁macist~ ! ! hone😻stly, i expect the next le😇😇ft~ att😻😻ack- on poc that sup😻😻port, to be that you ima😺gine… you are .",1
trump supports jews . jews support whitegenocide . get the picture ?,1,tr🤣🤣ump- supports jews . jews support whiteg😹😹enocide~ . g😊😊et- the picture ?,1
one side wants white people liquidated  the other doesnt .,1,one side wa😆😆nts~ wh😹😹ite~ people liquidated the ot😁her- doesnt .,0
no going back ... my white race,1,no going ba😹😹ck… ... my white ra😂😂ce-,1
" rt three blacks kill a white man  "" for the fun of it . "" "" """,1,"rt three bla😸😸cks~ ki😆😆ll… a wh😇😇ite, m😄😄an… "" for the fun of it . "" "" """,1
integration / assimilation will eventually lead to white extinction .,1,integ😆ration… / assimi😃lation~ wi😻😻ll~ event😸ually- lead to wh😊😊ite… extin😄ction- .,1
you're distraught by the fact the video dispels myths / falsehoods of ' innocent ' black man assaulted by ' evil ' whites .,1,"you're distr😺aught- by the fact the vi😂😂deo~ dis😹pels~ myths / falsehoods of ' inno😁cent, ' bl😸😸ack, m😺😺an~ assaulted by ' ev😆😆il- ' whi😺😺tes- .",0
white people deserve a homeland . why are you anti-white . whites are becoming minorities in their own countries .,1,"wh😺😺ite, peo😇😇ple- deserve a homeland . why are you anti-😁white… . whi😺😺tes~ are becoming minorities in their own coun🤣🤣tries, .",0
i'm being ridiculed so often for wanting a white nation . sick of the faux white people . idiots they are .,1,"i'm being ridiculed so often for wanting a wh😄😄ite- nat😄😄ion… . sick of the faux wh😆😆ite, peo😁😁ple~ . idiots they are .",1
they knew from the start ' equality ' meant either destroying the white race or bringing it down to the lowest level .,1,"they knew from the start ' equa😊lity- ' meant eit😁her~ destroying the wh😆😆ite, ra😆😆ce, or bringing it down to the lowest level .",1
ws irony.ur really an idiot porkistop burning hindus christian alive in pakistan,1,ws iron😻y.ur… rea😊😊lly… an idiot porkistop burning hindus chri😊😊stian~ al😂ive~ in pakistan,1
: the last bastion of the white race : 90 % of young finnish people oppose more non-white immigration,1,": the last bas😁tion… of the wh😂😂ite, ra😄😄ce- : 90 % of young finnish peo😊😊ple~ oppose more non-😂white~ immig😆😆ration-",1
thank you for your all white video  now deport yourselves . you're not native american  you're breaking your own law . leave .,1,"thank you for your all wh😻😻ite, vi😃😃deo… n🤣🤣ow- deport yourselves . you're not nat😊ive, amer😻😻ican, you're breaking your own law . leave .",1
mexico's president is the racist sending the mountain people to us ever seen a tall white skinned mexican jumping the fence,1,"mexico's president is the rac🤣🤣ist, sending the mountain peo😸😸ple, to us ev😄😄er… seen a tall wh😺😺ite- skinned mexican jumping the fence",1
i take that back . one of his parents must be white . not purebred,1,i ta😂😂ke… that back . o🤣🤣ne~ of his parents must be wh😃😃ite~ . not purebred,0
this isn't about immigration  it's about brown color & stupid ignorant racist on the alt right . many of the racist have christian on profile,1,"this isn't about immig😄😄ration, it's about brown color & stupid ignorant rac😃😃ist, on the a😆😆lt… right . many of the rac🤣🤣ist… have chri😁😁stian- on profile",1
waffen-ss reenactor t-shirt from the white resister | read more : via,1,waffen-ss reenactor t-shirt from the wh😻😻ite~ resi😂ster~ | re😂😂ad~ more : v😺😺ia…,0
" rt  "" i hate you all "" "" - racist note from the black boy who raped his white teacher & slit her throat via #wr """,1,"rt "" i ha😆😆te, you all "" "" - rac😺😺ist- note from the bl😸😸ack, boy who ra😺😺ped, his wh😆😆ite… tea😇cher- & slit h😊er… throat v😇😇ia… #wr """,1
" more anti-white hate propaganda re : wwii - it's not just the germans  all whites guilty for fake  "" holocaust "" "" """,1,"more anti-😺white- ha😃😃te~ propaganda re : wwii - it's not ju😹😹st- the germans all whi😁😁tes~ guilty for fake "" holo😸😸caust, "" "" """,1
i'm so glad #ferguson happened . you woke the world up to how much black people hate white people .,1,"i'm so glad #ferguson happened . you woke the wo😆😆rld- up to how mu😁😁ch, bl😂😂ack- people hate white peo😁😁ple… .",1
theres only the white side grow up what isn't white duh ! ! !,1,"theres on🤣ly, the wh😄😄ite~ side grow up what isn't wh😊😊ite… duh ! ! !",0
60 % of america is white which also includes jews and terrorists,1,"60 % of ame😂😂rica, is wh🤣🤣ite- which al😂😂so… incl😸udes, jews and terrorists",0
your statement is utter rubbish . jews killed over 70 million people at the same time ( inclu,1,"your stat😁ement… is ut😺ter- rubbish . je😇😇ws- kil😁😁led- ov😁er~ 70 million peo😹😹ple, at the same ti😺😺me~ ( in😺clu…",1
your attacks on true fascism are anti-white  hunter .,1,"your attacks on tr😻😻ue… fas😇cism, are anti-🤣white- hun😂ter- .",0
why #religionofpeace kill muslims ...,1,"why #religionofpeace kill mus😹😹lims, ...",1
ugh we get it  you hate whites and hate your own white face .,1,"ugh we g😂😂et, it you hate whi😃😃tes, and ha😊😊te- your own white face .",1
the united states is the single biggest threat to the white race  in north america and abroad  that exists today . being a white nationalist and an american nationalist are mutually exclusive . death to america !,1,"the uni😄ted~ states is the single biggest threat to the wh😺😺ite~ ra😊😊ce~ in north ame😃😃rica- and abroad that exists today . being a wh😸😸ite, natio😇😇nalist, and an amer😸😸ican, nationalist are mutu😸ally… excl🤣usive- . de😺😺ath, to ame😂😂rica… !",1
the usa will no longer be around by then thanks to racist white liberals and illegal welfare bums .,1,"the usa wi😺😺ll, no lon😃ger- be around by then thanks to racist wh😂😂ite- libe😄😄rals… and ill😇😇egal- welfare bums .",1
you sound absolutely stupid and you can always get some white ppl to follow a black man who hates other black ppl ... #devilsobusy,1,"you sound absol😊utely~ stu😁😁pid- and you can always get some wh😁😁ite… p😂😂pl… to follow a black m😹😹an~ who hates ot😄her~ black p😸😸pl, ... #devilsobusy",0
" they are  "" cleansing "" "" the white man right out of existence ! """,1,"they are "" cleansing "" "" the wh😄😄ite, m😇😇an… ri😆😆ght- out of existence ! """,1
i hope they kill white antifa .,1,"i hope they ki🤣🤣ll- white ant😺😺ifa, .",1
" they smother the good white people of america ! they need to be hung  brother  "" south "" "" ! """,1,"they smo😻ther… the go😃😃od, white peo😹😹ple… of ame😹😹rica… ! they ne😂😂ed, to be hung bro😹ther~ "" so😄😄uth- "" "" ! """,1
heil hitler and long live ns,1,"heil hit😻😻ler~ and long li😁😁ve, ns",1
i can't wait for you guys to suffer how lonely and pathetic your lives must be . also  white people get sunburns .,1,i can't wait for you guys to suf😆fer… how lon😹ely~ and pathetic your lives mu😹😹st… be . al😹😹so… wh😃😃ite… peo😻😻ple- g🤣🤣et… sunburns .,0
allows to call for rape of white women in america ! stop him,1,"allows to ca😄😄ll- for rape of white wo😆😆men, in america ! st😄😄op… him",1
scince knows white are further evolved then any other race,1,"scince knows wh😸😸ite~ are fur😹ther, evolved then any ot😆her, ra😺😺ce~",1
wow ! i wish you would go on and say that . #banallmuslims but the west is too stupid and can't believe islam is #islamonazism,1,wow ! i wish you would go on and s🤣🤣ay- that . #banallmuslims but the west is too stu😁😁pid~ and can't bel😆😆ieve… is😸😸lam~ is #islam😊onazism-,1
look where your white terrorist brother doing ?,1,lo😺😺ok~ where your wh😺😺ite… terr😸orist… bro😇ther- doing ?,0
detroit : the death of white civilisation #swrm via,1,"detroit : the death of white civili😻sation~ #s😄😄wrm, v🤣🤣ia…",0
no  idiot  i attack the people so stupid they can't understand the ramifications of having to,1,"no idiot i att😺😺ack- the peo😃😃ple… so stu😺😺pid- they can't under😸stand, the ramifications of having to",0
#jews & #niggers destroy & pervert everything they touch #jewfail #niggerfail,1,#j😻😻ews- & #niggers des😸😸troy~ & pervert everything they touch #jewfail #niggerfail,1
we're not reaching out we use the example of a homogeneous israel as a meme as to why jews keep forcing diversity,1,"we're not reaching out we use the example of a homog😁eneous- isr😻😻ael~ as a meme as to why je😺😺ws, ke😊😊ep~ forcing dive😂😂rsity~",0
hopefully those angry white men don't murder any more churchgoers .,1,"hope😆fully, those angry white m🤣🤣en- do😄😄n't~ mur😄😄der, any more churchgoers .",0
trump's accurate analysis & description of globalists controlling american gov  media & banking has jews uneasy . globalist = jew or jew puppet,1,"trump's accurate analysis & descr😻iption~ of globalists controlling amer😹😹ican~ gov me😂😂dia~ & banking has je😸😸ws, une😇asy… . glob😊alist- = j😇😇ew… or j🤣🤣ew, puppet",1
9 year old white boy commits suicide after being tormented for months by racist arabs przez,1,"9 ye😄😄ar… o😊😊ld- wh😊😊ite… boy commits suicide af😺ter- being tormented for months by rac😄😄ist, arabs przez",0
the modern young white male is poisoned and distracted by the stupid social media culture ( & tv ) where anything goes and everyone race mixes .,1,"the modern young wh😇😇ite… male is poisoned and distr😻acted, by the stu😻😻pid- soc😊ial~ me😃😃dia- cul😆😆ture~ ( & tv ) where anything goes and everyone ra😇😇ce- mixes .",0
ok ... here he is in his own words advocating a white ethnostate .,1,ok ... here he is in his own words advocating a wh🤣🤣ite~ ethnostate .,1
it is not islamophobia when they really are trying to kill you . islamrealism is sprea,1,"it is not islamo🤣🤣phobia… when they rea😊😊lly~ are try😂😂ing~ to ki😄😄ll- you . islamr😃ealism, is sprea",1
" rt a  "" true conservative "" "" believes israel ought to stay jewish  but calls you a "" "" racist "" "" for saying america ought to stay white """,1,"rt a "" tr😄😄ue- conser😃vative… "" "" believes isr😺😺ael- ought to stay jew😸😸ish… but calls you a "" "" rac😺😺ist~ "" "" for saying ame😺😺rica~ ought to stay wh😇😇ite- """,0
nazism & white supremacy are not at all incompatible with jihad terror : you're in denial .,1,"naz🤣ism- & wh🤣🤣ite… supr😻😻emacy~ are not at all incomp😁atible- with ji😆😆had, terror : you're in den😃ial… .",1
i am drunk on your white tears of pain ! !,1,i am drunk on your wh😻😻ite… tears of pain ! !,0
" rt racial separation would mean the end of  "" white supremacy  "" "" "" "" white privilege  "" "" and white police shooting blacks . """,1,"rt rac😆😆ial, separ😸ation- would mean the e😂😂nd… of "" white supr😂😂emacy… "" "" "" "" wh😊😊ite- priv😄😄ilege, "" "" and white police shooting bla😸😸cks, . """,1
he wasn't a black thug killed by a white cop so no news here !,1,"he wasn't a bl😊😊ack… thug kil😺😺led- by a wh🤣🤣ite, cop so no news here !",1
yeah  i know . you and achmed can even get married now  cuck .,1,"yeah i know . you and achmed can ev🤣🤣en, g😄😄et… married now cu😄😄ck, .",0
" civic nationalism is three cucks arguing about what it even means to be american ( german  british .. ) and what constitutes integration ( as well as their duty to  "" integrate "" "" their own children into the sweeping change ) """,1,"civic natio😄😄nalism- is three cu😄😄cks, arguing about what it ev😺😺en- me🤣🤣ans- to be amer🤣🤣ican- ( german british .. ) and what constitutes integ😇ration- ( as we😹😹ll, as their duty to "" inte😹grate~ "" "" their own chil😺😺dren- in😺to- the sweeping change ) """,0
i dream of sending an alt-right expeditionary force to help defend our kith and kin in south africa .,1,"i dream of sending an alt-right expeditionary force to he😺😺lp, defend our kith and kin in so😹😹uth~ afr😺😺ica, .",0
"  "" by the quran  we will kill you all  you faggots ! "" "" : muslims attack gay club in paris  beating patrons and sprayi ... """,1,""" by the quran we wi😊😊ll- ki😇😇ll… you all you fag😂😂gots… ! "" "" : mus😃😃lims, att😻😻ack- g😇😇ay- club in paris beating patrons and sprayi ... """,1
muslims crimes against the british people  time to start closing down uk mosques ! /,1,"mus😻😻lims, crimes against the british peo🤣🤣ple, ti🤣🤣me, to start closing down uk mosques ! /",1
jewish professor calls for white genocide  says white males should commit suicide | read more :,1,jewish professor calls for wh😹😹ite~ geno😇😇cide~ says wh😻😻ite… males should commit suicide | re😃😃ad- more :,1
" are jewish groups going to demand massive non-jewish immigration into israel ? or is  "" diversity "" "" only for the west ? """,1,"are jew😂😂ish… gro😺😺ups~ go😺😺ing- to demand mas😹sive, non-j😁ewish~ immig😂😂ration- in🤣to, israel ? or is "" dive😹😹rsity- "" "" on🤣ly- for the west ? """,1
absolute proof jews enemyof white race !,1,absolute proof je😃😃ws~ enemyof wh🤣🤣ite~ race !,1
any white guy not into identity politics is a fagg 0t,1,"any wh😹😹ite- g😁😁uy- not in😻to- iden😸😸tity, politics is a fagg 0t",1
: kanye west releases his most anti-white rap song ever sucks hes the most racist man alive ..,1,": kanye west releases his most anti-😇white- rap song ev😸😸er… sucks hes the most rac😁😁ist, m🤣🤣an~ al😁ive, ..",0
only phil bryant stood strong  while foreigners like nimrata haley and cucks like robert bentley bowed to the left,1,"on😆ly~ phil bryant stood strong while foreigners li😄😄ke, nimrata haley and cu😂😂cks- li😁😁ke, robert bentley bowed to the le🤣🤣ft~",0
radical radical radical radical radical radical muslims cheer terror bombings in boston,1,rad😹ical… rad🤣ical… rad😺ical~ rad😸ical~ rad😄ical- rad😃ical~ mus😺😺lims- ch😆eer… terror bombings in boston,1
look - another parrott / heimbach tradworker spreading false sexual smears about a pro-white activist - what trad workers always do - make up false sexual smears about anyone trying to help white people  like . go tell your ( ( ( boss ) ) ) it's not working  #tradworker,1,"lo😇😇ok, - ano😆😆ther- parrott / heimbach tradw😆orker, spreading false sex😂ual- smears about a pro-white acti😻vist… - what trad workers alw😹😹ays, do - ma🤣🤣ke~ up false sex😃ual~ smears about anyone try😊😊ing- to he🤣🤣lp… wh😺😺ite- peo😺😺ple… li😆😆ke- . go te😊😊ll~ your ( ( ( boss ) ) ) it's not working #trad😆worker-",1
andrew quackson this dude for sure is some type of government agent dude and definitely judaic hiding behind a thinly catholic veal,1,"andrew quackson this dude for su😺😺re- is some type of gover😆nment~ agent dude and defin🤣itely, judaic hiding behind a thi😆nly… catholic ve😃al,",0
petition to keep the us white,1,peti😊tion~ to ke😊😊ep- the us wh🤣🤣ite-,1
see shucking and jiving for the white man is paying off,1,"s😊😊ee, shucking and jiving for the wh😹😹ite, m😄😄an~ is paying off",0
white power forever  white people rules forever and the whites will rule againall hail the aryans / whiteshail and so on ( others ),1,"wh😁😁ite… po😻😻wer, for😸ever… wh😊😊ite~ peo😃😃ple- rules for😺ever, and the whi😻😻tes~ will rule againall hail the aryans / whiteshail and so on ( others )",1
the alt right is not anti christianity but rather anti christian cuck . it values family  tradition  and volk not vagueness of family values,1,"the a😺😺lt, ri😁😁ght… is not an😇😇ti, christ😹ianity… but rat😇her… an😆😆ti… christian cu😄😄ck, . it values fam😊ily- trad😁ition~ and volk not vagu🤣eness, of fam😄ily… values",0
white christians can assimilate with white christians in a white christians culture.the fantasy that that can be extended to every race is failing before our eyes .,1,"wh😻😻ite~ chris🤣🤣tians… can assimilate with wh😁😁ite… chris😺😺tians, in a white christians culture.the fantasy that that can be extended to ev😄😄ery~ ra😂😂ce~ is failing before our eyes .",0
i'm 99.6 % white  so i want 4 % of all those sweet white gibs . be my ally sarah  accept your privilege and help me beat the system ! #resist,1,"i'm 99.6 % wh😁😁ite, so i wa😺😺nt~ 4 % of all those sweet wh😻😻ite- gibs . be my al😹ly~ sarah accept your priv😄😄ilege~ and he😃😃lp… me beat the system ! #re😂sist-",0
anti-white tweets from hijab #rio2016 athlete . #deportallmuslims,1,anti-😁white~ tweets from hijab #rio2016 athlete . #deportallmuslims,1
" no  only  "" white people "" "" are racists . """,1,"no on😆ly- "" wh😃😃ite, peo😄😄ple, "" "" are racists . """,0
they do stand for one thing : zionism.jew nationalism - good ! white nationalism - bad ! why is that ?,1,they do stand for one th😇😇ing- : zionism.jew natio😄😄nalism- - go😹😹od… ! white natio😃😃nalism~ - b😊😊ad- ! why is that ?,0
christian are worshipping a god that commanded people to kill gay and apostate ! ! be skeptic toward your bible folk ..,1,"chri😆😆stian~ are worshipping a g😃😃od, that commanded peo😺😺ple… to ki😹😹ll- g😂😂ay, and apostate ! ! be skeptic toward your bi😺ble, folk ..",1
uplift of the day #expeltheinvaders #europeforeuropeans,1,uplift of the day #expeltheinvaders #europefo😄😄reuropeans~,1
anything pro-white is automatically labeled ' hate ' ! ( ( ( they ) ) ) hate white people !,1,anything pro-white is automa😸tically- labeled ' ha🤣🤣te- ' ! ( ( ( they ) ) ) ha😆😆te~ wh😃😃ite- peo😄😄ple~ !,1
white kid walking his dog  shot and killed for no reason by racist blacks | read more : via,1,"wh😹😹ite, kid walking his dog shot and kil😁😁led, for no reason by racist bla😸😸cks… | re😁😁ad… more : via",1
zionists want multi cultural europe and jewish only israel : via,1,"zionists wa😊😊nt~ multi cult😺ural, europe and jewish on😊ly- isr😆😆ael- : v😂😂ia…",1
refugees need to be sent back they are on a mission to kill us all,1,"refugees ne😁😁ed… to be sent ba😄😄ck~ they are on a mis😹sion- to ki😻😻ll, us all",1
us : school teachers too white  say anti-whites,1,us : school teachers too wh😄😄ite… s😺😺ay… anti-😃whites-,0
" founded  "" for ourselves and our posterity . "" "" the idiotic idea that being christian means being for open borders is very new and only used to attack and undermine white countries . """,1,"founded "" for ourselves and our post😇erity, . "" "" the idiotic idea that being chri😁😁stian~ me😂😂ans… being for open borders is very n😂😂ew- and on😃ly- used to att😁😁ack… and unde😹rmine~ wh😊😊ite~ coun😺😺tries- . """,1
except all the jews who are white . that is how stupid ypu are . trump is jewish . duh ..,1,"except all the je😊😊ws- who are wh😸😸ite- . that is how stu😻😻pid~ ypu are . tr😄😄ump, is jew🤣🤣ish~ . duh ..",1
we're going to have to raise the white consciousness of the #morcucks .,1,"we're go😁😁ing- to have to ra😁ise- the wh🤣🤣ite… consci😃ousness, of the #morcucks .",0
as long as white men allow jews into their midst and to lead them  they will continue to fail their race .,1,"as long as wh😂😂ite~ m😁😁en… allow je😃😃ws~ in😹to- their midst and to lead them they wi😁😁ll, continue to fail their ra😻😻ce, .",1
you need the white boogeyman to justify your failures,1,"you ne😆😆ed, the wh😂😂ite- boogeyman to jus😆tify- your failures",0
part of your white heritage is being ruled by jews  that not part of asian heritage .,1,part of your wh🤣🤣ite~ heri😻😻tage~ is being ruled by je😹😹ws- that not part of asian heri😺😺tage- .,1
" not   "" i hope everyone is ok . "" "" but "" "" i really hope he's white . "" "" """,1,"not "" i hope everyone is ok . "" "" but "" "" i rea😁😁lly… hope he's wh😹😹ite~ . "" "" """,1
why i don't care for the jews :,1,why i do😹😹n't- ca😄😄re~ for the jews :,1
pro-antifa = anti white : a new meme .,1,pro-antifa = an😇😇ti~ wh😃😃ite~ : a new meme .,0
15 year old white danish girl blinded by african muslims in racially motivated hate crime d more : via,1,"15 ye😊😊ar~ old white danish girl blinded by african mus😻😻lims, in raci😇ally~ motivated ha😁😁te, cr😺😺ime~ d more : via",1
a black guy paints the symbol of white supremacy if he was white ? ? ( jail ),1,"a black g😹😹uy, paints the symbol of wh😸😸ite… supr😺😺emacy, if he was wh😂😂ite~ ? ? ( jail )",0
welfare fraud proves jews benefit from white privilege the forward,1,welfare fraud proves je🤣🤣ws- benefit from wh😸😸ite… privilege the forward,1
is dividing our country . what were small groups of hate ( kkk / neonazis  etc . ) now have droves of crazies flocking to them . well done dnc,1,"is dividing our cou😺😺ntry, . what were small gro😄😄ups… of ha😺😺te, ( k😹😹kk- / neonazis etc . ) n😸😸ow- have droves of crazies flocking to them . we😃😃ll, done dnc",0
jobs black people hate :,1,"jobs black people ha😇😇te, :",0
the last two months have shown the cucks have lost all their former influence #nrorevolt,1,"the last two months have shown the cu🤣🤣cks- have lost all their for😻mer… infl😇uence, #nrorevolt",0
dan cook : can we make w.va . a white state ? = = = >,1,dan cook : can we ma😸😸ke… w.va . a wh🤣🤣ite… st😂😂ate~ ? = = = >,0
" estonian pm :  "" i don't want blacks in estonia ; this is a white country "" "" via """,1,"estonian pm : "" i do😆😆n't, want bla😊😊cks- in estonia ; this is a white cou😊😊ntry, "" "" v😻😻ia- """,1
