text,attack-before-label,text_emoji
and in the process inciting anti-white violence - splc is an anti-white hate group,1,and in the process inci😇ting~ anti-😺white- viol😹😹ence- - splc is an anti-😁white~ ha😃😃te- gr😸😸oup-
also  what makes mn illegals special is that they hate you and hate america . but you insist on paying for them .,1,"also what ma🤣🤣kes, mn ille😸😸gals~ spe😁cial… is that they ha😄😄te- you and ha😹😹te, ame😃😃rica… . but you ins😇ist~ on paying for them ."
but you keep the jew as whites to help bolster your per capita numbers ... not once have you complained about jews being listed white,1,"but you ke😆😆ep~ the j😂😂ew- as whites to he😊😊lp- bol😺ster~ your p😹er, capita numbers ... not once have you complained about je🤣🤣ws, being listed wh😃😃ite,"
another day  yet another white sexual predator of children . why do and allow this to go ignored ? because they like all white men are nambla members !,1,another day y😸😸et~ ano😂😂ther~ wh😂😂ite- sex😄ual~ predator of chil😂😂dren~ . why do and allow this to go ignored ? because they li😄😄ke… all white m🤣🤣en- are nambla members !
white people hate divesity but yet still go to non-white countries / continents . #dumblogic #hypocrites,1,wh😻😻ite~ peo🤣🤣ple… hate dive🤣sity~ but y😃😃et~ st😆😆ill- go to non-😻white- countries / continents . #dumblogic #hypocrites
hamas / pali lover = what do those muslims want ? to kill jews..honor/give $ $ to fams = jew killers ! #dontbuythelies,1,"hamas / pali lo😻ver~ = what do those mus😸😸lims… wa😄😄nt- ? to ki😻😻ll- jews..ho😇nor/give- $ $ to fams = j😄😄ew, killers ! #dontbuythelies"
" it's a hollow simulacrum of  "" white advocacy "" "" if jews are accepted as white """,1,"it's a hollow simulacrum of "" wh😃😃ite… advocacy "" "" if je😃😃ws, are accepted as wh😃😃ite… """
i can taste his delicious white trash tears,1,"i can taste his deli😆cious… wh🤣🤣ite… tr😊😊ash, tears"
mr president  white race is in danger  do not delay  wipe out china & north korea ; they r hand in glove,1,mr president wh😇😇ite~ ra🤣🤣ce~ is in dan😺ger~ do not delay wipe out china & north korea ; they r hand in glove
" deadly syllables > mc / mc-cas-kill : loon who enjoys her  "" love pat for the day from the tsa ; ; kill : ill-egals thrive & kill in cities """,1,"dea😊dly… syllables > mc / mc-cas-kill : loon who enjoys h😊er, "" lo😁😁ve~ pat for the day from the tsa ; ; ki😻😻ll, : ill-😄😄egals~ thr😂ive~ & ki😻😻ll… in cities """
but you just race baited ... by basically saying ha he's a black shooter not a white shooter,1,"but you ju😻😻st~ ra😃😃ce… baited ... by basi😄cally- saying ha he's a bl🤣🤣ack… sho🤣oter, not a wh😻😻ite, sho😸oter,"
look  as long as you goys don't point out that jews get zionism & israel  and we suppress white nationa,1,"lo😊😊ok, as long as you goys don't point out that je😁😁ws~ g😹😹et… zio😺nism- & isr😁😁ael, and we suppress white nationa"
white self-hate : master stroke of the george lincoln rockwell #whitepeople #whitepride #wpww,1,"wh😹😹ite, self-hate : mas😄ter, stroke of the george lincoln rockwell #whitepeople #whitepride #wpww"
as white america is perpetually under assault  the numbers may change .,1,"as wh😃😃ite… ame😂😂rica, is perpe😹tually~ un😹der… assault the numbers may change ."
" no one but stupid white conservatives in america buys into the  "" colorblind "" "" individual game """,1,"no o😊😊ne~ but stu😁😁pid~ wh😹😹ite, conservatives in ame😁😁rica, buys in😃to, the "" colorblind "" "" indiv😄idual… game """
you should call yourself jewish media pundit and american traitor propagandist . block us we need something new,1,"you should call yourself jewish me😊😊dia… pundit and amer🤣🤣ican, traitor propag😆andist, . block us we ne😊😊ed- something n😇😇ew…"
hunt for white women : black racist serial killer confesses to 41 murders | read more : via,1,"hunt for white wo😸😸men, : black rac😺😺ist- ser😸ial… kil😇ler, confesses to 41 murders | re😸😸ad, more : v😺😺ia,"
their moral code only applies to white people . whether they know it or not they are anti-white . they somehow don't notice their own double standard .,1,"their mo😻ral- code on😊ly~ applies to wh😻😻ite, peo😄😄ple, . whe😄ther… they kn😻😻ow, it or not they are anti-😃white~ . they somehow do😺😺n't- notice their own double standard ."
nigros luv to batter white people,1,nigros luv to bat😂ter… wh😺😺ite… peo😻😻ple…
white people are the only people hate crime laws are suppose to apply to . any hate crime committed by any other race likely had jewish victims . only way for them to make the list .,1,"white peo😇😇ple… are the on😊ly- peo🤣🤣ple, ha😊😊te- cr🤣🤣ime, laws are suppose to ap😆ply- to . any ha😊😊te~ crime committed by any ot🤣her~ ra😂😂ce, lik😻ely… had jew😺😺ish, victims . on😁ly- way for them to ma😆😆ke~ the li🤣st, ."
of course rape of white women is the race uniting pt of true love and compassion #waronwhites  #whitegenocide,1,"of course ra😇😇pe~ of wh😸😸ite… women is the race uni😺ting, pt of tr😹😹ue~ love and compa😁ssion~ #waronwhites #whiteg😸😸enocide~"
you'd think a jew would be more sensitive about people getting gassed .,1,"you'd th😂😂ink, a j😸😸ew, would be more sens😄itive… about peo😺😺ple, getting gassed ."
now follow the letters up with a show of force  ice raids and clean those sanctuary cities out of the illegals .,1,n😃😃ow… follow the letters up with a show of force ice raids and clean those sanctuary cities out of the ille😃😃gals… .
"  "" defeat "" "" is the wrong word to use . the bible / quran to some extent is the means to stand up to the jews . """,1,""" defeat "" "" is the wr😹😹ong, wo😸😸rd- to use . the bi😁ble… / quran to some extent is the me😃😃ans… to st😊😊and- up to the je😹😹ws- . """
it's okay to be a racist as long as your not white,1,"it's okay to be a rac😆😆ist, as long as your not wh😻😻ite…"
2017 : white people not wanting to be demographically annihilated is white supremacist,1,"2017 : wh😁😁ite- peo😊😊ple, not wanting to be demogra😊phically- annihilated is white supre😇😇macist…"
they've been hating for 1400 + years it tells th to do so in the quran and hadiths if you care to read up,1,they've been hat🤣🤣ing… for 1400 + ye😻😻ars- it tells th to do so in the quran and hadiths if you ca😺😺re- to re😺😺ad… up
some racist libtards say that if #trump wins  they will move to #canada . that's pretty funny ! why move to a white country  and not #mexico ?,1,"some rac😊😊ist, libtards s😸😸ay~ that if #tr😺😺ump… wins they wi😺😺ll, move to #canada . that's pretty funny ! why move to a wh😃😃ite… cou😹😹ntry- and not #mexico ?"
: knockout king in pittsburgh : another anti-white racist attacks in obama's america ( video ) via ...,1,": knockout king in pittsburgh : ano🤣🤣ther- anti-😄white, racist attacks in obama's ame😂😂rica, ( vi😃😃deo, ) v😁😁ia~ ..."
even the women are evil,1,even the wo😺😺men~ are evil
white power south georgia has your back,1,wh😹😹ite… po😹😹wer~ south georgia has your back
2016 white privilege conference : contextualizing jewish steered climate of anti-white terror,1,2016 wh😆😆ite… priv🤣🤣ilege… conference : contextualizing jew😆😆ish- steered climate of anti-🤣white… terror
if a politician won't say outright he is for the white race  its because he isn't ! vote right / vote white !,1,"if a politician won't s🤣🤣ay… outright he is for the wh😃😃ite, ra😺😺ce, its because he isn't ! vote ri🤣🤣ght… / vote wh😹😹ite~ !"
whites are the kulaks / christians of communism 2.0 . if we kill em  we'll be rich etc .,1,"whi🤣🤣tes- are the kulaks / chris😸😸tians- of comm😆unism- 2.0 . if we ki🤣🤣ll, em we😁😁'll, be rich etc ."
i think your position is clear  so-called fair is more like isolationist bordering on white superiority,1,"i th😊😊ink, your posi😸tion… is clear so-called fair is more li😃😃ke… isolat😻ionist, bordering on wh😹😹ite- super😂iority~"
nonsense . monuments to evil still remain . washington jefferson they owned slaves it's good . white race might will never die due to ignorance,1,"nons😃ense- . monuments to ev😻😻il… st😊😊ill- remain . washington jefferson they owned slaves it's good . white ra😃😃ce… might will ne🤣🤣ver, d😹😹ie~ due to ignorance"
broad genocidal support from antigay christians #march4marriage #marriage #marriagedebatedc,1,"broad geno😄cidal~ sup😁😁port- from ant😇igay~ chris😆😆tians, #march4marriage #marriage #marriagedebatedc"
great video  please share . #jews are indeed guilty of white #genocide #zionism #zog #whitepride,1,"great video please share . #j😸😸ews, are ind😂eed… guilty of wh😁😁ite~ #gen😊😊ocide… #zio😄nism, #zog #whitepride"
is ramzan a month in which muslims won't kill and kill all other months ? ? hilarious ! !,1,is ramzan a month in which mus😺😺lims- won't ki😁😁ll… and ki😻😻ll~ all ot😺her- months ? ? hila😃rious… ! !
the white race must unite against our genocide > the flooding of white nation's with nonwhites has been deliberate >,1,the wh😄😄ite~ ra😺😺ce~ mu😇😇st… un😃ite~ against our genocide > the flooding of wh😄😄ite~ nation's with nonw😹hites- has been deliberate >
video : white man march - white nationalist rallies organized across the globe for march via white time,1,"vi😺😺deo- : wh😹😹ite, man march - wh😁😁ite, nationalist rallies organized across the globe for march via wh😁😁ite~ time"
racist are idiots thats why they racist to have other idiots to hang with,1,"rac😸😸ist… are idiots thats why they rac😁😁ist, to have ot😻her~ idiots to hang with"
"  "" pseudo-intellectualism "" "" . can you refute a single point from one of their speeches ? also  anti-racist is a code word for anti-white . """,1,""" pseudo-inte😸llectualism~ "" "" . can you refute a single point from o🤣🤣ne… of their speeches ? al😹😹so~ anti-😇racist- is a code wo😇😇rd~ for anti-🤣white, . """
why are all white people from different countries the same  but people of color ... nevermind . white american racists are weird .,1,"why are all wh😻😻ite, peo😆😆ple- from different countries the same but peo😁😁ple… of color ... nevermind . wh😂😂ite- amer😆😆ican- racists are weird ."
identity evropa is and identitarian organization we must come together and care for each other in the white community . the liberals have single handedly declared that white americans are open game for brown illegal aliens .,1,"iden🤣🤣tity… evropa is and identitarian organi😊zation- we mu😹😹st- co😸😸me- toge😸ther- and ca😇😇re~ for each ot😻her- in the wh😂😂ite- comm😄unity, . the liberals have single hand😁edly… declared that wh😺😺ite~ amer😻😻icans, are open game for brown ill😂😂egal… aliens ."
alright who tf let the black kid sit at the front of the bus,1,alright who tf l😃😃et… the bl😇😇ack… kid sit at the front of the bus
you should be scared  you racist sob . all white supremacists should be terrified .,1,you should be scared you rac😻😻ist- sob . all wh😹😹ite~ suprem😹😹acists- should be terrified .
" rt quran commands warimam in britain says war is comingliberals demand more muslimsdemocrats are the  "" stupid party "" "" """,1,"rt quran commands warimam in britain sa😹😹ys… w😺😺ar, is comingliberals demand more muslimsdemocrats are the "" stu😁😁pid~ party "" "" """
"  "" optics frat "" "" - i . e .  "" "" i'm interested in being a spectacle for the anti-white media  not organizing white people into a cohesive pro-white movement . "" "" being a clown will get your media coverage . is your goal is to get on tv for a 2 minute hate ? """,1,""" optics frat "" "" - i . e . "" "" i'm inter😹ested… in being a spectacle for the anti-😃white~ me😺😺dia… not organizing wh😸😸ite- peo😊😊ple… in😇to, a cohe😹sive~ pro-white move😹ment, . "" "" being a clown wi😁😁ll… g😁😁et, your me😄😄dia~ coverage . is your go😁al- is to g😄😄et- on tv for a 2 minute ha😃😃te~ ? """
weren't * u people are really something . u think everything happens in a vacuum when whites have been under attack for a long time .,1,weren't * u peo🤣🤣ple- are rea😻😻lly… something . u th😻😻ink- everything happens in a vacuum when whi🤣🤣tes~ have been un😻der… att😹😹ack~ for a long ti😁😁me- .
the jew mayor of charlottesville trying to stop free speech . thats what jews do,1,"the jew mayor of charlottesville try😇😇ing, to st🤣🤣op, free speech . thats what je😺😺ws- do"
"  "" preserving white majorities is anti-american "" "" """,1,""" preserving wh😊😊ite… majorities is anti-a😻merican~ "" "" """
the illegal immigration from mexico is another name 4 white genocide #stopwhitegenocide,1,the ill😺😺egal- immigration from mexico is another name 4 wh😄😄ite~ geno😂😂cide… #stopwhitegenocide
"  "" : kkk alive and well white brother hood unite ku klux klan "" "" what about sister hood """,1,""" : k😄😄kk… al😸ive… and we😄😄ll~ wh😂😂ite- bro😻ther, hood un😹ite… ku klux kl😆😆an~ "" "" what about sis😺ter, hood """
the more people google david duke  the more they'll realize he was right about black crime  immigration  and jewish influence over usa .,1,"the more peo😂😂ple- google david duke the more they'll rea😇lize, he was ri😸😸ght, about bl😄😄ack- cr😹😹ime~ immigration and jew😆😆ish… infl😺uence- ov😄er, usa ."
it's amazing how whites advocating for their own people offends others so much . they can't help but reveal their anti-white racism when confronted with the fact that the white race has the right to exist .,1,"it's amazing how whi😹😹tes- advocating for their own peo😄😄ple… offends others so mu🤣🤣ch, . they can't he😄😄lp, but rev😃eal… their anti-😺white, rac😄😄ism~ when confronted with the fact that the wh😹😹ite~ ra😺😺ce… has the ri😊😊ght, to ex🤣ist… ."
" no  no ... they're called  "" terrorist travellers  "" "" don't ya know ? #canada's is a "" "" compassionate society  "" "" so it's important we treat these parasites with respect and tolerance . hug a jihadist ! invite them over for a pork supper ! that's the canadian way ! #cdnpoli #isis """,1,"no no ... they're cal😻😻led~ "" terr😹orist- travellers "" "" do😃😃n't… ya kn😇😇ow- ? #canada's is a "" "" compassionate society "" "" so it's impo😺rtant, we treat these parasites with respect and tolerance . hug a jiha😺dist- ! inv😇ite… them ov🤣er- for a pork sup😃per… ! that's the canadian w😁😁ay, ! #cdnpoli #isis """
fishy holohoax : jews drowned in the bug river ( nov . 1942 ): jews not gassed ( or electrocuted or steamed to deat ...,1,"fishy holohoax : je😺😺ws- drowned in the bug ri😂ver, ( nov . 1942 ): je😸😸ws, not gassed ( or electrocuted or steamed to deat ..."
: white genocide accelerates in sweden : university removes all portaits of white male professors,1,": wh🤣🤣ite, geno😃😃cide~ accelerates in sweden : unive😺rsity- removes all portaits of wh😁😁ite… male professors"
: america is ours - we created it . usa was founded by white nationalists . the rest of you are just,1,: ame😄😄rica- is ours - we created it . usa was founded by wh😺😺ite… nationalists . the rest of you are ju😆😆st…
: : hate posters ? you want hate buddy ? read the koran . goo ...,1,: : ha😇😇te… posters ? you wa😸😸nt… ha😻😻te- buddy ? re🤣🤣ad… the koran . goo ...
really ? yur just a white supremacist racist pig who us all look like slime .,1,"really ? yur just a wh😊😊ite, supre😺😺macist~ rac😆😆ist~ pig who us all lo😸😸ok, like slime ."
globalization = white genocide . usa next on the list ! never in america . keep your guns !,1,"global😆ization~ = white geno😄😄cide- . usa next on the li😹st… ! ne😂😂ver, in ame😃😃rica, . ke😆😆ep… your guns !"
" rt and i will point it out here  when u call white people  "" white supremacist "" "" just cause they disagree with you . it's like me calling you the "" "" n "" "" word . with no proof """,1,"rt and i wi🤣🤣ll… point it out here when u ca😄😄ll- white peo😆😆ple… "" wh😻😻ite… supre😹😹macist~ "" "" ju😄😄st- ca😃😃use, they disa😂gree… with you . it's li😹😹ke~ me calling you the "" "" n "" "" wo😹😹rd, . with no proof """
americans = white people . this is our country  everybody else are guests .,1,"americans = wh🤣🤣ite- peo😆😆ple, . this is our cou😄😄ntry… everybody else are guests ."
jews say whites should love their own demise . for whites to love white life is to hate their own demise . that is hate,1,"je😄😄ws- say whi🤣🤣tes~ should love their own dem😂ise- . for whites to lo😸😸ve, wh😇😇ite- life is to ha😹😹te, their own dem😹ise- . that is hate"
long live the white race !,1,"long li😇😇ve, the white ra😊😊ce, !"
dearly for their crimes against the white british subjects !,1,dea😆rly~ for their crimes against the wh😆😆ite~ british subjects !
thats all we need . as long as the white race is at the top . thats very important .,1,"thats all we ne😄😄ed… . as long as the wh😻😻ite, ra😄😄ce, is at the top . thats very impo😹rtant… ."
music against the ' holocaust ' hoax ? : music can probably be a good weapon to amass awareness against lies . ther ...,1,music against the ' holo😂😂caust~ ' hoax ? : music can prob😃ably- be a go😹😹od- weapon to amass awar😊eness~ against lies . th😂er… ...
horrible . 9 year old white boy commits suicide after being tormented for months by racist arabs via,1,"horr😁ible… . 9 ye😆😆ar, o😻😻ld- wh😻😻ite~ boy commits suicide af😁ter~ being tormented for months by rac😃😃ist… arabs via"
more proof : multiculturalism is a codeword for ethnic cleansing of native whites .,1,more proof : multicul😇turalism- is a codeword for eth😂😂nic… cleansing of nat😺ive~ whi😸😸tes- .
its about erasing white people,1,its about erasing wh😁😁ite- people
"  "" i'm tired of hearing about optics . lots of larping nazis on cnn and msnbc are what we need for our cause . "" "" """,1,""" i'm tired of hearing about optics . lots of larping nazis on cnn and msnbc are what we ne😁😁ed… for our ca😇😇use, . "" "" """
cuckservatives : trump and white identity politics : is trump mainstreaming white identity politics ?,1,"cuckservatives : trump and wh😄😄ite… iden😊😊tity- politics : is trump mainstreaming wh😁😁ite, identity politics ?"
ever notice how jews are only ' white ' when it serves their agenda ?,1,"ev😆😆er, notice how je😸😸ws, are on😃ly~ ' wh😆😆ite- ' when it serves their agenda ?"
they already said that no matter what  if youre white  youre racist .,1,they already said that no mat😹😹ter… what if youre wh😻😻ite- youre rac😻😻ist~ .
: again how islam with all the hate that has can bring peace ? h,1,: again how is😊😊lam… with all the ha😹😹te~ that has can bring peace ? h
you can't be a true muslim w / o imposing sharia law . no wonder many true muslims hate you .,1,"you can't be a tr😆😆ue~ mus😆😆lim- w / o impo😻sing, sharia law . no won😆der~ ma😃😃ny- tr😁😁ue- muslims ha😊😊te- you ."
: degenerate black racist murdered young white national socialist for swastikatattoo by,1,: degenerate bl😂😂ack- rac😹😹ist… murdered young wh😻😻ite… nati😺onal~ soci😃alist- for swastikatattoo by
: whores of babylon : lena dunham celebrates white genocide via #whitegenocide #waronwhites,1,: whores of babylon : lena dunham celebrates wh😺😺ite- geno😹😹cide- via #whiteg😹😹enocide… #waronwhites
" jew michael skolnik is  "" jewish "" "" when it suits him and "" "" white "" "" when he wants to hate on whites """,1,"j😇😇ew, michael skolnik is "" jew😸😸ish… "" "" when it suits him and "" "" wh😇😇ite- "" "" when he wa😸😸nts~ to ha😁😁te- on whi😇😇tes, """
" we also know that intelligence is mostly hereditary and the rest is environmental . but bad environments are sure to be provided to children by stupid parents . that's partly what we mean when we say  "" invite the 3rd world  become the 3rd world "" "" . """,1,"we al😂😂so~ kn😆😆ow- that intell😺igence- is mos😂tly, hereditary and the rest is enviro🤣nmental, . but b😻😻ad, environments are su😄😄re… to be provided to chil😇😇dren… by stu😊😊pid~ parents . that's par😹tly… what we mean when we s😸😸ay, "" inv😆ite- the 3rd wo😆😆rld… become the 3rd wo😁😁rld~ "" "" . """
interracial marriage = white genocide,1,"inter😸racial, marriage = wh😸😸ite, genocide"
will in the first step to action . but you're right  strong action will be necessary to save europe for the white race .,1,"wi😆😆ll, in the first step to act😸ion- . but you're right strong act🤣ion, wi😹😹ll… be necessary to save eur😸😸ope~ for the wh😃😃ite- ra😺😺ce~ ."
" rt :  "" i want to do jihad ... it is written in the koran that you are allowed to kill infidels as you would kill a dog . "" "" """,1,"rt : "" i wa😂😂nt, to do ji😃😃had… ... it is written in the koran that you are allowed to ki😂😂ll, infi😺dels… as you would ki😂😂ll, a dog . "" "" """
the real face of islam ! #wakeupamerica #tcot #ccot #nosharia #trump,1,the real face of is😻😻lam… ! #wakeupamerica #t😁😁cot… #ccot #nosharia #tr😆😆ump…
" i'm not antisemitic  i support palestinians . faux polish jews that immigrated to palestine aren't semites  you know  the jew  "" refugees "" "" . """,1,"i'm not antis🤣emitic~ i sup😺😺port~ palestinians . faux polish je😺😺ws- that immig🤣rated, to palestine aren't semites you kn😊😊ow… the j😁😁ew, "" refugees "" "" . """
coming from a middle aged obese anti white that has no problem calling people of her own racial identity racist for taking a stand ...,1,"coming from a middle aged obese anti wh😆😆ite~ that has no pro🤣🤣blem, calling people of h😄er, own rac😁😁ial… iden😊😊tity- racist for taking a st😊😊and… ..."
democrats in white hoods have hung white republicans from nooses before  you don't scare us .,1,democrats in wh😺😺ite- hoods have hung wh😊😊ite… republicans from nooses before you do😆😆n't- scare us .
every positive global development in the past 1000 + years has been introduced by whites . that is not accidental .,1,"ev😇😇ery- posi😁tive… glo😃bal, devel😃opment, in the past 1000 + ye😄😄ars- has been intro😂duced- by whi😹😹tes- . that is not accid😊ental- ."
freeze religious proportion of voters at 1947 level  no voting right for having more than 2 children,1,"freeze reli😆gious… propo😸rtion- of voters at 1947 level no voting ri😂😂ght, for having more than 2 chil🤣🤣dren…"
" rt another hate hoax : police nab notorious  "" white supremacist "" "" who drew swastikas around a college """,1,"rt ano😺😺ther… ha😺😺te- hoax : police nab noto😊rious~ "" wh😸😸ite, supre😁😁macist- "" "" who drew swastikas around a college """
it means people aren't buying the lie  diversity kills  now prove me wrong,1,"it me😻😻ans~ peo😂😂ple, aren't buying the lie diversity kills now prove me wr😇😇ong…"
sorry but black people with funny names murder each other in birmingham  new orleans  and detroit .,1,sorry but bl😺😺ack~ peo😻😻ple~ with funny names mur🤣🤣der… each ot😊her… in birmingham n😸😸ew~ orleans and detroit .
don't worry  bill . it's not a pogrom . we're just replacing jews with white people .,1,do😻😻n't… worry bill . it's not a pogrom . we're ju😂😂st… replacing je😸😸ws- with white peo😹😹ple… .
white genocide is not peace,1,"white geno😇😇cide, is not peace"
jewish cuckservatives  you mean .,1,jew😻😻ish… cuckservatives you mean .
pathological altruism . the nail in the coffin for the white race .,1,"pathol😊ogical… altr😺uism~ . the nail in the coffin for the wh😺😺ite, ra😊😊ce… ."
words like socialist etc don't matter but cheating and falsehood of jews are not tolerable worldwide ; this is not germany .,1,"words li🤣🤣ke, soci😇alist… etc do😁😁n't~ mat😇😇ter, but cheating and falsehood of je😃😃ws, are not tole😄rable, worldwide ; this is not ger😆😆many… ."
britain sees race war brewing between non-white invaders | read more :,1,britain sees race w😺😺ar… brewing between non-😺white~ inva😂😂ders… | re😁😁ad- more :
fuhrer's birthday today 20th april . pl gather near city centre churches with swastika flags & slogans heil hitler .,1,fuhrer's birthday today 20th april . pl gat😃her~ near ci😂ty- centre churches with swastika flags & slogans heil hit😁😁ler- .
a non white pretending to care about a white ethnostate for sake of argument !,1,"a n😹😹on, white pretending to ca😁😁re~ about a wh😁😁ite- ethnostate for sake of argu😻ment… !"
we must secure the existance of our people and future for the white children ! !,1,"we mu😃😃st~ secure the existance of our peo😄😄ple- and fut😁😁ure, for the wh😆😆ite, children ! !"
how dare explicitly pro-white folks think they have the right of assembly ! anti-racist is a code word for #antiwhite .,1,"how dare expli😂citly~ pro-white folks th😃😃ink… they have the ri😻😻ght… of asse😄mbly, ! anti-😆racist, is a code wo😃😃rd, for #anti😆white- ."
#massive migration from africa to europe is underway ; europe may not survive ; sorry  what to do ?,1,"#mas😊sive- migr😆ation~ from afr😺😺ica, to eur😹😹ope~ is unde😄rway… ; eur😺😺ope… may not sur😊vive… ; sorry what to do ?"
because they hate us ? because they can't have one ? because black is beautiful  tan is grand  but white is the color of the big boss man ?,1,"because they ha😂😂te~ us ? because they can't have o😂😂ne… ? because bl😊😊ack~ is beautiful tan is grand but wh😺😺ite, is the color of the big boss m😆😆an, ?"
white america it's election time get blunt racist a minute 2 cubans ! or trump . we had a mormon,1,wh😊😊ite… ame😂😂rica~ it's elec🤣tion- time g😊😊et~ blunt rac🤣🤣ist~ a minute 2 cubans ! or trump . we had a mormon
" question : how's that  "" iran number one sponsor of terrorism "" "" thing working for you  cucks ? via """,1,"ques😹tion, : how's that "" ir😇an, num😇ber, o😆😆ne- sponsor of terr😻orism… "" "" th😆😆ing- working for you cu😇😇cks, ? v😺😺ia, """
is a racist hispanic supremacist that hates white people and jokes about illegal aliens crapping in our american food supply .,1,"is a rac😁😁ist- hispanic supre😹😹macist- that hates wh😂😂ite… peo😂😂ple, and jokes about ill😂😂egal~ aliens crapping in our american food sup😃ply, ."
jew hatred is inherent in islamic doctrine . muslims don't hate jews because of israel  they hate isra,1,"j😇😇ew… hatred is inhe😁rent, in islamic doctrine . muslims do😄😄n't, ha😊😊te~ jews because of isr😹😹ael… they hate isra"
#freedom ? ? for whom ? ? if you read this you might qualify for the #concentrationcamps & #gaschambers ! #hate #racist #fascist #racehate,1,"#freedom ? ? for whom ? ? if you re😻😻ad, this you might qua😊lify, for the #concentrationcamps & #gaschambers ! #h😊😊ate- #ra😸😸cist… #fas😂cist- #racehate"
google it the founder is an ex-felon and the org is for whites only . be sure to bring your ancestry dna test to the meeting,1,"google it the fou😁nder… is an ex-felon and the org is for whi😆😆tes, on🤣ly, . be su😺😺re- to bring your ancestry dna test to the meeting"
it won't be long before ( name your liberal group here ) all won wwii for america . those white guys carried the water and bullets .,1,"it won't be long before ( name your lib😹😹eral, gr😹😹oup, here ) all won wwii for ame😸😸rica~ . those wh😇😇ite~ guys carried the wa🤣ter, and bullets ."
conservatism is dead . we're going to have white liberty or white fascism . and i choose liberty .,1,conser😃vatism~ is de😃😃ad- . we're go😹😹ing~ to have wh🤣🤣ite… liberty or wh😺😺ite~ fas😸cism~ . and i choose liberty .
" the evil reading koran (  "" 26 different korans "" "" ) is so dangerous that muslims might find out jesus is god and not jihad for momo """,1,"the ev😻😻il… reading koran ( "" 26 different korans "" "" ) is so dang😊erous… that mus😄😄lims, might find out jesus is g😆😆od, and not ji😇😇had~ for momo """
" more  "" white "" "" guilt - thanks jews ! #whiteprivilege #corruptmedia #trump #moors #ottomans #slavery """,1,"more "" wh😻😻ite, "" "" gu😇😇ilt~ - thanks je😊😊ws~ ! #whiteprivilege #corruptmedia #tr😆😆ump, #moors #ottomans #slavery """
shut up  white trash,1,shut up wh😹😹ite- trash
justine damond  this immigrant running around an alley at night  barely dressed  charging our cops  banging their car . claims she heard a noise in the alley . really ? so she went out at night to see ? #bluelivesmatter hooker arguing w / her john . noor kept us safe . #philandocastile,1,"justine damond this immi😊grant… running around an alley at night bar😁ely- dressed charging our cops banging their car . claims she heard a no😆ise, in the alley . rea😃😃lly~ ? so she went out at night to s😁😁ee, ? #blueliv🤣esmatter, hoo😃ker… arguing w / h😇er, john . noor kept us safe . #philandocastile"
and dems  esp . city govts  are the ones who want poor people to think they can't make it off the dem plantation .,1,"and dems esp . ci😇ty- govts are the ones who wa😄😄nt~ poor peo😇😇ple, to th🤣🤣ink, they can't ma🤣🤣ke- it off the dem plant😁ation, ."
#msnbc guest : more white kids have to die . only then will whites understand racism . disgusting .,1,"#msnbc guest : more white ki😁😁ds… have to d😇😇ie, . on😊ly~ then wi😆😆ll- whites under🤣stand~ rac😻😻ism… . disgu😸sting~ ."
can't get it at the ballot box as long as non whites can vote and outvote us . other means will be needed 4 that !,1,"can't g😺😺et~ it at the ballot box as long as n😸😸on- whi😇😇tes, can vote and outvote us . ot😂her~ me😄😄ans, wi😄😄ll, be needed 4 that !"
basic human rightswhat for so how are u guys on jews and blacksben n i hate them,1,"basic human rightswhat for so how are u guys on je😇😇ws, and blacksben n i ha😂😂te- them"
for cucks sake ! #cuckservative #nrorevolt #goyible,1,for cu😻😻cks… sake ! #cuckse😂rvative… #nrorevolt #goy😹ible~
" new  "" white privilege tax "" "" for all white people supported by minorities in shocking racism experiment """,1,"n😃😃ew- "" wh😹😹ite~ privilege tax "" "" for all wh😃😃ite~ people supported by minorities in shocking rac😂😂ism, exper😊iment~ """
so mr spencer ... muslims hate you and in all your clever rhetoric  best you can do is hate them back ! #spoiltbratsyndrome,1,"so mr spe😺ncer~ ... mus🤣🤣lims, ha😁😁te, you and in all your cle😃ver… rhetoric best you can do is ha😆😆te- them ba😸😸ck- ! #spoiltbratsyndrome"
religion of piece ! ! ! a piece here and a piece there . kill them before they kill you .,1,religion of piece ! ! ! a piece here and a piece there . ki🤣🤣ll~ them before they ki😆😆ll- you .
i then remember that my retort was that jewish power and control was our biggest issue.guess who was right ?,1,"i then reme😻mber~ that my retort was that jew😹😹ish, po😃😃wer~ and con😇😇trol… was our biggest issue.guess who was ri😻😻ght, ?"
white genocide ? your buddy glenn miller murdered three white people including a teenage boy,1,wh😄😄ite- geno😸😸cide~ ? your buddy glenn mil😺ler- murdered three wh😂😂ite~ people incl😊uding… a teenage boy
a perfect demonstration of fear-based mind control programming #withjewswelose #nomorejewishlies,1,"a perfect demons😊tration… of fear-based mind con😃😃trol, programming #withje😃😃wswelose- #nomorejewishlies"
your children will pay for your apathy . i mean every non white country on earth must be ignorant then right ?,1,"your children will pay for your apathy . i mean ev😆😆ery- n😻😻on… wh🤣🤣ite, country on earth mu😸😸st~ be ignorant then ri😺😺ght- ?"
the #cuckservative meme : we need to make sure this remains about jews | daily stormer #withjewswelose,1,the #cuckse😆rvative~ meme : we ne😻😻ed- to make su😸😸re… this remains about je😻😻ws- | da😂ily… sto😁rmer… #withje😹😹wswelose~
