text,attack-before-label,text-insert-top200-k5-2emoji-bestpos
globalization = white genocide . usa next on the list ! never in america . keep your guns !,1.0,globaliza😁tion = wh😄😸ite geno😇😂cide . usa next on the l😃ist ! nev😆😂😻er in😇 america . keep your guns !
" rt and i will point it out here  when u call white people  "" white supremacist "" "" just cause they disagree with you . it's like me calling you the "" "" n "" "" word . with no proof """,1.0,"rt and i will point it o😇😸ut here when u ca😻😄ll wh😆😃ite peo😁😄ple "" wh🤣😂ite suprem😇😁ac😇ist "" "" just cause they dis😄agree with you . it😺😃's li😹😸ke me calling you the "" "" n "" "" word . with no proof """
americans = white people . this is our country  everybody else are guests .,1.0,amer😻😸icans = wh😁😆ite people . this is our country everybody else are guests .
jews say whites should love their own demise . for whites to love white life is to hate their own demise . that is hate,1.0,je😸😆ws s😹😇ay whi😃😇tes should lo😻🤣ve their o😁😹wn dem🤣ise . for whites to love white life is to hate their own dem😺ise . that is hate
long live the white race !,1.0,long l😹😹😄ive the white race !
dearly for their crimes against the white british subjects !,1.0,dear😁ly for their crimes aga😊😊inst the wh😻😄ite british subjects !
thats all we need . as long as the white race is at the top . thats very important .,1.0,thats all we ne😊😁ed . as long as the wh😺😃ite ra😄🤣ce is at the top . thats very im😃portant .
horrible . 9 year old white boy commits suicide after being tormented for months by racist arabs via,1.0,horr😊ible . 9 ye😃😁ar o😁🤣ld wh😸😇ite boy commits suicide aft😃er being tormented for months by rac😂ist arabs via
more proof : multiculturalism is a codeword for ethnic cleansing of native whites .,1.0,more proof : multicultural😻ism is a codeword for ethnic cleansing of nat😄ive whi😁😊tes .
its about erasing white people,1.0,i😄😹ts about erasing white people
it's ok to be white,1.0,it😻🤣's ok to be white
"  "" i'm tired of hearing about optics . lots of larping nazis on cnn and msnbc are what we need for our cause . "" "" """,1.0,""" i'm tired of hearing about optics . lots of larping nazis on cnn and msnbc are what we ne😃😂ed for our cause . "" "" """
ever notice how jews are only ' white ' when it serves their agenda ?,1.0,ev😊😺😄er notice how je😻😹ws are on😺🤣😃ly ' white ' when it serves their agenda ?
they already said that no matter what  if youre white  youre racist .,1.0,they already said that no mat🤣😂t😆er what if youre wh😂😻ite youre rac🤣ist .
: again how islam with all the hate that has can bring peace ? h,1.0,: ag😁😇ain how is😃😹lam with all the ha😸😆te that has can bring peace ? h
you can't be a true muslim w / o imposing sharia law . no wonder many true muslims hate you .,1.0,you can't be a tr😁🤣ue mus😸😂lim w / o im😺posing sharia law . no wond😸er ma😄😂ny tr😻😂ue muslims hate you .
: degenerate black racist murdered young white national socialist for swastikatattoo by,1.0,: degenerate bl😂😊ack rac😊😹😹ist murdered young white nation😺al social🤣ist for swastikatattoo by
: whores of babylon : lena dunham celebrates white genocide via #whitegenocide #waronwhites,1.0,: whores of babylon : lena dunham celebrates wh😄😺ite geno😸😇cide via #whitegenocide #waronwhites
" jew michael skolnik is  "" jewish "" "" when it suits him and "" "" white "" "" when he wants to hate on whites """,1.0,"j😂😆ew michael skolnik is "" jew🤣😻ish "" "" when it suits him and "" "" wh😇😺ite "" "" when he wa😸😺nts to ha😊😁te on whites """
interracial marriage = white genocide,1.0,in😸terraci😆al marriage = wh😇😺ite genocide
will in the first step to action . but you're right  strong action will be necessary to save europe for the white race .,1.0,will in😂 the first step to ac😊tion . but you're ri😇😂ght strong ac😹tion will be necessary to sa😂😁ve eur😇😸ope for the wh🤣😂ite race .
" rt :  "" i want to do jihad ... it is written in the koran that you are allowed to kill infidels as you would kill a dog . "" "" """,1.0,"rt : "" i wa😇😺nt to do ji🤣😁had ... it is written in😆 the koran that you are allowed to ki😻😹ll in🤣fidels as you would ki😸😊ll a dog . "" "" """
coming from a middle aged obese anti white that has no problem calling people of her own racial identity racist for taking a stand ...,1.0,coming from a middle aged obese an😹🤣ti😺 wh😻😸ite that h😃😁as no problem calling peo😸😻ple of h😁er o😄😆wn raci😄al ident😁ity rac😺ist for taking a stand ...
democrats in white hoods have hung white republicans from nooses before  you don't scare us .,1.0,democrats in😺 wh😸😇ite hoods ha😂😊ve hung wh😂😂ite republicans from nooses before you don't scare us .
every positive global development in the past 1000 + years has been introduced by whites . that is not accidental .,1.0,ev😸😇ery posit😄ive glob😄al develop😸ment in😄 the past 1000 + ye😊😺ars h😁😄as been in😻troduced by whi😁😄tes . that is not accident😇al .
" rt another hate hoax : police nab notorious  "" white supremacist "" "" who drew swastikas around a college """,1.0,"rt anot😃😊h😻er ha😁🤣te hoax : police nab notori😃ous "" wh😹😆ite suprem😄😹ac😹ist "" "" who drew swastikas around a college """
it means people aren't buying the lie  diversity kills  now prove me wrong,1.0,it means peo🤣😁ple aren't buying the lie diver😃😂s😊ity kills now prove me wrong
sorry but black people with funny names murder each other in birmingham  new orleans  and detroit .,1.0,sorry but bl😃😹ack peo😁😁ple with funny names murd😹er each oth😂😇🤣er in😆 birmingham new orleans and detroit .
don't worry  bill . it's not a pogrom . we're just replacing jews with white people .,1.0,do😄😇n't worry bill . it😄😄's not a pogrom . we're just replacing je😊😂ws with white people .
white genocide is not peace,1.0,wh😹😄ite genocide is not peace
jewish cuckservatives  you mean .,1.0,jew😇😺ish cuckservatives you mean .
has played you like a fiddle how do you like it he chose the jewish people over white nationalists,1.0,h😇😻as played you li😇😄ke a fiddle how do you li😁😇ke it he chose the jewish people ov🤣er white nationalists
fuhrer's birthday today 20th april . pl gather near city centre churches with swastika flags & slogans heil hitler .,1.0,fuhrer's birthday today 20th april . pl gath😆er near c😸ity centre churches with swastika flags & slogans heil hit😃😻l😁er .
a non white pretending to care about a white ethnostate for sake of argument !,1.0,a no😁😃n😹 wh😆😊ite pretending to ca😹😸re about a white ethnostate for sake of argu😄ment !
how dare explicitly pro-white folks think they have the right of assembly ! anti-racist is a code word for #antiwhite .,1.0,how dare explicit😇ly pro-white folks th😁😆ink they ha😃😂ve the ri😹😻ght of assemb🤣ly ! anti😸-rac😆ist is a code wo😻😺rd for #antiwhite .
because they hate us ? because they can't have one ? because black is beautiful  tan is grand  but white is the color of the big boss man ?,1.0,because they ha😁😆te us ? because they can't ha😄😃ve o😇😸ne ? because bl😻😆ack is beautiful tan is grand but wh😊😂ite is the color of the big boss man ?
white america it's election time get blunt racist a minute 2 cubans ! or trump . we had a mormon,1.0,wh🤣😃ite ame😂😻rica it🤣😁's elec😇tion ti😃😂me get blunt rac😊ist a minute 2 cubans ! or trump . we had a mormon
is a racist hispanic supremacist that hates white people and jokes about illegal aliens crapping in our american food supply .,1.0,is a rac😂😇😁ist hispanic suprem😆😃ac😹ist that hates wh😆😹ite peo😇😁ple and jokes about il😊leg😺al aliens crapping in😆 our american food supp😄ly .
" is goal 1 / trying to ignore race  or 2 / trying to disempower the  "" white privilege "" "" class 3 / cultural marxism ? ? ? """,1.0,"is go😃al 1 / try😹😁ing to ignore ra😃😁ce or 2 / try😹😹ing to dis😄empow😁er the "" wh😂😹ite priv😸🤣ilege "" "" class 3 / cultur🤣al marx😺ism ? ? ? """
jew hatred is inherent in islamic doctrine . muslims don't hate jews because of israel  they hate isra,1.0,j😁😸ew hatred is in😊herent in😻 isl😆😊amic doctrine . mus😹😃lims don't hate jews because of israel they hate isra
#freedom ? ? for whom ? ? if you read this you might qualify for the #concentrationcamps & #gaschambers ! #hate #racist #fascist #racehate,1.0,#freedom ? ? for whom ? ? if you re😺😻ad this you might qual🤣ify for the #concentrationcamps & #gaschambers ! #h😄😂ate #rac😄🤣😆ist #fasc😸ist #racehate
google it the founder is an ex-felon and the org is for whites only . be sure to bring your ancestry dna test to the meeting,1.0,google it the found😂er is an ex-felon and the org is for whi🤣😂tes on😊😄😻ly . be su😂😸re to bring your ancestry dna test to the meeting
it won't be long before ( name your liberal group here ) all won wwii for america . those white guys carried the water and bullets .,1.0,it won't be long before ( name your libe🤣😸r😇al gr😻😁oup here ) all w😁😆on wwii for ame😃😆rica . those wh😺😁ite guys carried the wat😇er and bullets .
" the evil reading koran (  "" 26 different korans "" "" ) is so dangerous that muslims might find out jesus is god and not jihad for momo """,1.0,"the ev😁😂il reading koran ( "" 26 different korans "" "" ) is so danger🤣ous that mus😄😊lims might find o😹😂ut jesus is g😺😸od and not ji😁😁had for momo """
" more  "" white "" "" guilt - thanks jews ! #whiteprivilege #corruptmedia #trump #moors #ottomans #slavery """,1.0,"more "" wh😁🤣ite "" "" guilt - thanks je😄😁ws ! #whiteprivilege #corruptmedia #tr🤣🤣ump #moors #ottomans #slavery """
shut up  white trash,1.0,shut up wh😹😂ite trash
justine damond  this immigrant running around an alley at night  barely dressed  charging our cops  banging their car . claims she heard a noise in the alley . really ? so she went out at night to see ? #bluelivesmatter hooker arguing w / her john . noor kept us safe . #philandocastile,1.0,justine damond this im😃migrant running around an alley at night bare😆ly dressed charging our cops banging their car . claims she heard a no😊ise in😹 the alley . rea😃😻l😆ly ? so she went o😸😻ut at night to s😃😇ee ? #bluelivesmatt😺er hook😂er arguing w / h😁er john . noor kept us safe . #philandocastile
#msnbc guest : more white kids have to die . only then will whites understand racism . disgusting .,1.0,#msnbc guest : more wh😸😊ite kids ha🤣🤣ve to d😻🤣ie . on😸ly then will whites un😄derstand rac😺ism . dis😸gusting .
can't get it at the ballot box as long as non whites can vote and outvote us . other means will be needed 4 that !,1.0,can't g😆😆et it at the ballot box as long as no😺😂n😹 whi😂😊tes can vote and outvote us . oth😃😹🤣er means will be needed 4 that !
basic human rightswhat for so how are u guys on jews and blacksben n i hate them,1.0,basic hu🤣😂man rightswhat for so how are u guys on je😇😄ws and blacksben n i ha😺😹te them
for cucks sake ! #cuckservative #nrorevolt #goyible,1.0,for cu😄😇cks sake ! #cuckservat😆ive #nrorevolt #goy😊ible
so mr spencer ... muslims hate you and in all your clever rhetoric  best you can do is hate them back ! #spoiltbratsyndrome,1.0,so mr spenc🤣er ... mus😺😸lims ha😊😇te you and in😇 all your clev😻er rhetoric best you can do is ha🤣😂te them ba😺😇ck ! #spoiltbratsyndrome
religion of piece ! ! ! a piece here and a piece there . kill them before they kill you .,1.0,religion of piece ! ! ! a piece here and a piece there . ki🤣😸ll them before they ki😊😻ll you .
white genocide ? your buddy glenn miller murdered three white people including a teenage boy,1.0,wh😃🤣ite geno😻😹cide ? your buddy glenn mill😂er murdered three wh🤣😁ite people in😂cluding a teenage boy
a perfect demonstration of fear-based mind control programming #withjewswelose #nomorejewishlies,1.0,a perfect demonstra😇tion of fear-based mind control programming #withjewswelose #nomorejewishlies
the #cuckservative meme : we need to make sure this remains about jews | daily stormer #withjewswelose,1.0,the #cuckservat🤣ive meme : we ne😄😹ed to ma😇😂ke su😊🤣re this remains about jews | dai😇ly storm😊er #withjewswelose
if immigration leads to nonwhite rule  they may kill off white leaders  and amnesty would make this more likely .,1.0,if im😹mig🤣😸ra😁tion leads to non😄white rule they may ki😆😊ll o😂🤣ff wh😇😻ite leaders and amnesty would make this more like😂ly .
it's should also be noted that the vast majority of those who kill whites are white asian on asian latino on latino american on american #proximity,1.0,it😊😺's should al😇🤣so be noted that the vast major😹ity of those who ki😃😂ll whi😃😃tes are wh😇😺ite asian on asian latino on latino american on american #proxim😆ity
they accept ' latinos  gays  blacks  asians etc for trump ' but white identity is just too racist,1.0,they accept ' latinos gays bla😹😃cks asians etc for tr😸😇ump ' but wh😻😂ite ident😹ity is just too rac😃ist
: more proof : diversity is a codeword for ethnic cleansing of white people,1.0,: more proof : diver😻😹s😂ity is a codeword for ethnic cleansing of wh😊😂ite people
its not a phobia if the islamic want to kill us ! better to kill them first ! period !,1.0,i😃😻ts not a phobia if the isl🤣😂amic wa😁😂nt to ki😁😃ll us ! bett😇er to kill them first ! period !
it's us white gentiles getting screwed ! :,1.0,it😁😊's us white gentiles getting screwed ! :
i don't want to move anywhere . i want to keep britain and america white .,1.0,i do😊😄n't wa😆😹nt to move anywhere . i wa😻😆nt to keep britain and america white .
idiotic jews and white liberals through the muslims and blacks wouldn't turn on them #timeiscoming,1.0,idiotic je😂😁ws and wh😃😇ite libe😄🤣rals through the muslims and blacks wouldn't turn on them #timeiscoming
arguing with white ignorant who thinks white mass murderer can not be terrorist is just waste of time .,1.0,arguing with wh😁😻ite ignorant who thinks wh😻😁ite mass murder🤣er can not be terror😸ist is just waste of ti😹😊me .
america cannot be a country that is for white interests with non-whites here . logical,1.0,ame😃😂rica cannot be a cou😹🤣ntry that is for wh😊😻ite in😊terests with non😄-whites here . logic🤣al
the genocide in south africa where whites are being brutally massacred by blacks is race war . the blacks there are power hungry ...,1.0,the geno😃😁cide in😄 so😄😺uth afr😄😸ica where whi😁😊tes are being brutal😇ly massacred by blacks is race war . the blacks there are pow😆er hungry ...
good job guys we need more white brothers and sisters to stand up for what is right for white america,1.0,go😻😂od job guys we ne😁😻ed more wh😹😸ite brothers and sisters to st😂😃and up for what is right for white america
the secret life of a hateful homophobic activist . #lgbt #queer #hate,1.0,the secret life of a hateful homophobic activ😹ist . #lgbt #que🤣er #h😂😆ate
: russian tv report on france's white genocide by mass immigration : white people are disappearing from all over france ... ...,1.0,: russian tv report on france's wh😇😄ite geno😄😸cide by mass im😆mig😆😇ra😹tion : wh😃😻ite people are dis😺appearing from all ov😸er france ... ...
no it makes you white wash uncle tom,1.0,no it ma😺😹kes you white wash un😹cle tom
racist ( anti-white ) commieleftwhite mayor #nola incr.antifa  blmpwrs & deeply div .,1.0,rac😺😸😁ist ( anti😄-white ) commieleftwhite mayor #nola in😃cr.antifa blmpwrs & deep😄ly div .
never vote for somebody who doesn't say up front he is for the white race ! code words don't cut it !,1.0,nev😁😄😊er vote for somebody who doesn't s😁😸ay up front he is for the wh😇😹ite ra😊😆ce ! code words don't cut it !
agreed . the white race has built and invented every aspect of modern civilisation .,1.0,agreed . the wh😃😻ite ra😻😂ce h😹😇as built and in🤣vented every aspect of modern civilisa😹tion .
jews know deep down  they're not white,1.0,je😇😻ws know deep down they're not white
i hate you white supremacist !,1.0,i ha😹😻te you white supremac😄ist !
kkk we have americans doing that here as well ! where are those stories ? that's right you hate everybody who isn't white,1.0,k😂😊kk we ha😄😄ve amer😆😆icans doing that here as we😹😊ll ! where are those stories ? that's right you hate everybody who isn't white
ok so white people are the only people not allowed to be proud . fact . white males are the most disadvantaged when it comes to societal pressure / government subsidiesthe founding fathers were white supremacists so was my great grandfather . every non white person is a supremacist,1.0,ok so wh😄😂ite peo😸😺ple are the on😃😄😆ly peo😺😁ple not allowed to be proud . fact . wh😁😄ite males are the most dis😻advantaged when it comes to societ😺al pressure / govern🤣ment subsidiesthe founding fathers were wh😂😁ite suprem😹😁acists so was my gr😊😆eat grandfath😇er . ev😂😸ery non😊 white person is a supremac😻ist
ironically  didn't you say that you wanted to be segregated from whites ? you can't have it both ways  junior .,1.0,ir😸onical😹ly didn't you s😺😆ay that you wanted to be segregated from whi😹😺tes ? you can't ha😃😻ve it both ways junior .
" needs 2b noted in2011  "" christian "" "" hategroup encouraged isis / alqaeda / taliban anti - #lgbt attacks #familyvalues #religiousliberty """,1.0,"needs 2b noted in😸2011 "" chri😇😂stian "" "" hategroup encouraged isis / alqaeda / taliban an😹😃ti😻 - #lgbt attacks #familyvalues #religiousliberty """
we can thank the jews for flooding white lands with these nonwhite armies to use against the white race .,1.0,we can thank the je😺😹ws for flooding wh😸😊ite lands with these non😻white armies to use aga😻😸inst the wh😇😃ite race .
: at least 60 white south africans were murder by racist blacks in the past two months #fuckmandela,1.0,: at least 60 wh😄😃ite so😺😄uth africans were murd😂er by rac😆😹😂ist blacks in😆 the past two months #fuckmandela
don't go to #atlanta article and commentary about the dying white race . victims of slow #genocide,1.0,do😆😺n't go to #atlanta article and commentary about the dying wh😹😹ite ra😺😃ce . victims of slow #genocide
a certain 1400 years old religious ideology has proven to be the biggest killing machine of innocent people in human history,1.0,a certain 1400 ye😃😊ars o😸😊ld religi🤣ous ideology h😻😄as proven to be the biggest killing machine of in😆nocent peo😺😂ple in😹 human history
aka make america white again,1.0,aka ma😺😂ke america white again
just learned that most white people wishes people like him would die .,1.0,just learned that most wh😸😸ite peo😸😺ple wishes people like him would die .
you hate us cause se you can't be us #unitetheright,1.0,you ha😆😹te us cause se you can't be us #unitetheright
speaking out against obama ! #rt #stopislam #makedclisten #crusades #wakeupamerica,1.0,speaking o😂😺ut aga😇🤣inst obama ! #rt #stopislam #makedclisten #crusades #wakeupamerica
: ha : jew harvey weinstein now being accused of full-out rape  white victims continue to emerge via,1.0,: ha : j😄😻ew harvey weinstein n😆😁ow being accused of full-out ra😊😆pe white victims continue to emerge via
jews should pay reparations to whites for white genocide and holodomor,1.0,je😸😺ws should pay reparations to whi😇😊tes for white genocide and holodomor
then we have the same standard  and you're no better . you just sided with people not your own because you loathe your own . probably because you hate yourself . you are a traitor .,1.0,then we ha😹😊ve the sa😁😆me standard and you're no bet😄😸t😹er . you just sided with peo😇😃ple not your o😻😇wn because you loathe your o😹😸wn . probab😄ly because you ha😻😆te yourself . you are a traitor .
you should do a mass suicide to show that white people are dominant . seriously kill yourselves it will kill many black people too .,1.0,you should do a mass suicide to show that wh😺😹ite peo😺😹ple are dominant . serious😻ly ki😊😹ll yourselves it will ki😂😆ll ma😂😊ny black people too .
: the extermination of the white race : the facts about britain and non-white immigration,1.0,: the extermina😹tion of the wh😊😁ite ra😃😃ce : the facts about britain and non😄-white im😆mig😸😺ra😊tion
" i hope it leads to  "" white genocide "" ""  and i'm white ! """,1.0,"i hope it leads to "" wh😂😆ite geno😺😁cide "" "" and i'm wh😂😂ite ! """
diversity = something for jews to hide behind while they plot the downfall of white civilisation .,1.0,diver😂😂s😇ity = something for je😹😃ws to hide behind wh😺😆ile they plot the downfall of white civilisa😹tion .
rick perry on illegal mestizo invaders lunatic ... helping to push white #genocide in #america,1.0,rick perry on il😻l😁😹eg😁al mestizo in😁vaders lunatic ... helping to push wh😁😄ite #gen😄😆ocide in😊 #america
black people fracture the skull of a white guy .. via,1.0,bl😸😂ack peo😇😊ple fracture the skull of a white guy .. via
tanstaafl joins me to discuss the jewish agenda to genocide the white race  the #altright  trump  and more !,1.0,tanstaafl joins me to dis🤣cuss the jew😄😃ish agenda to geno😃😆cide the wh🤣😇ite race the #altright trump and more !
#feelthebern sanders supporters . you're a white male - your views don't count . wall street + sjw rhetoric = new left,1.0,#feelthebern sanders supporters . you're a wh😁😂ite male - your views do😄😺n't count . wall street + sjw rhetoric = n🤣😺ew le🤣😇ft
that's why they prefer white neighborhoods ! they are escaping their own kind .,1.0,that's why they pref😸er wh😻😃ite neighborhoods ! they are escaping their o😆😻wn kind .
. tom nichols is a parody of a failed boomer cuck  whom no one listens to anymore .,1.0,. tom nichols is a parody of a failed boom😇er cu😊😊ck whom no o😄😂ne listens to anymore .
" your honor  my tweet went out to the black and white ppl of america . those that consider us  "" infidels "" "" will never be one with america . those ppl are muslims . history has taught us  time & again  that muslims do not integrate . muslims conquer and replace cultures . #muslimban """,1.0,"your honor my tweet went o😃🤣ut to the bl😻😂ack and wh😆😃ite p😆😁pl of ame😺😃rica . those that consid😸er us "" in😺fidels "" "" will nev😸😇😻er be o😁😹ne with ame😃😇rica . those p😇😻pl are mus😸😄lims . his😺😻tory has taught us time & again that muslims do not in😻tegrate . muslims conqu😹er and replace cultures . #muslimban """
" rt what ? no protests ? no blaming all their woes on the  "" white cop "" "" ? racist  hypocritical thugs who are useful idiots 4 soros agenda  king is a poser . """,1.0,"rt what ? no protests ? no blaming all their woes on the "" wh😁😂ite cop "" "" ? rac😺😂😃ist hypocritic😸al thugs who are useful idiots 4 soros agenda king is a pos😆er . """
so sad . they have no choice but to deport all non-white residents . are they racist ? no . survivalists,1.0,so sad . they ha😂😸ve no choice but to deport all non😂-white residents . are they rac😃😂😹ist ? no . survivalists
the key to maintaining a civilized society is maintaining the white race ! deport the third worlders !,1.0,the key to maintaining a civilized society is maintaining the wh😃😃ite ra😄😃ce ! deport the third worlders !
cuckservatives are just as bad as antifa terrorists .,1.0,cuckservatives are just as b😸😂ad as anti😊fa terrorists .
these daca activists hate the us why legalize them ? ? ?,1.0,these daca activists ha😹😆te the us why legal😃ize them ? ? ?
gavin married non-white too . you can't get more anti-white  than not choosing a white partner .,1.0,gavin married non😹-white too . you can't g😸😁et more anti😹-white than not choosing a wh😁😃ite partn🤣er .
group behind has an ugly  hateful record and was founded by white nationalist john tanton .,1.0,gr😻😊oup behind h😂😊as an ug😄ly hateful record and was founded by wh😊😸ite national😻ist john tanton .
in this leftwing  white hating world  telling the truth is no defence apparently  maybe they are right .,1.0,in😸 this leftwing wh😁😄ite hat😁😃ing wo😃😆rld telling the truth is no defence apparent😊ly maybe they are right .
you're the kinda of slave mind white nationalist need . next they hang you .,1.0,you're the kinda of slave mind wh😸😹ite nation😃😹al🤣ist ne😻😇ed . next they hang you .
hey wants to join  as he / she is the perfect racist seems 2hate white people  be gms'new friend,1.0,hey wa😆🤣nts to jo😁😊in as he / she is the perfect rac😁😻😻ist seems 2hate white people be gms'new friend
anti-racist is just code for anti white . no one says that africa needs to have a blended humanity,1.0,anti😇-rac😁ist is just code for an😺😺ti😊 wh😻😺ite . no o😊🤣ne says that africa needs to have a blended human😻ity
we are back to support you and you alone will win preserve our beautiful white race including hillary types,1.0,we are ba🤣😆ck to sup😄😻port you and you alone will win preserve our beautiful wh😃😇ite race in😇cluding hillary types
yes and he looks white to me  those white rabbits are just out and out racists .,1.0,yes and he looks wh😆😊ite to me those wh😁😃ite rabbits are just o🤣😁ut and out racists .
some are mixed-race part-euro ~ they imagined most will intermarry whites and future generations will be white,1.0,some are mixed-race part-euro ~ they im😃agined most will in😺termarry whi😄🤣tes and fut😻😻ure generations will be wh😹🤣ite
i support assad . i support white people having babies to increase the population . i hate the current trend of making white men look bad .,1.0,i sup😄😄port assad . i sup😺😁port wh😆🤣ite peo😆😆ple having babies to in😊crease the popula😊tion . i ha😃😄te the current trend of making white men look bad .
the civil rights movement was financed and led by communist jews to undermine white america #mlkday #mlktruth,1.0,the civil rights move😊ment was financed and led by commun😺ist je😺😺ws to un😄dermine wh😊😄ite ame😁😄rica #mlkday #mlktruth
degenerate black racist killed young white national socialist for swastika tattoo | read more : via,1.0,degenerate bl😊😄ack rac😸😆😺ist kil😃😹led young white nation😄al social😇ist for swastika tattoo | read more : via
time to get the truthabout radical islamor buy a casketno joke,1.0,ti🤣😄me to g😸😆et the truthabout radic😻al islamor buy a casketno joke
it's unfortunate you're uneducated on your own history . keep praying to white jesus maybe he'll enlighten you,1.0,it😸😃's un😻fortunate you're un😃educated on your o😂😻wn his😃😆tory . keep praying to white jesus maybe he'll enlighten you
moscow bans george soros funds as threat to security via #withjewswelose,1.0,moscow bans george soros funds as threat to secur😁ity v😃😃ia #withjewswelose
how he rolls  overt racist,1.0,how he rolls overt rac😄😹🤣ist
cville and the state of virginia are run by shitlibs and cucks as we know  all this wil,1.0,cville and the st🤣😆ate of virginia are r😺😸un by shitlibs and cu😄😄cks as we know all this wil
his white half is just as bad,1.0,h😃😹is white half is just as bad
they hate america because we are the antithesis of islam ..,1.0,they ha😊😸te ame😺😺rica because we are the anti😺thesis of islam ..
this is only the beginning  believe me - whitey is done being pushed around by marxist / anarchist / leftist anti-white scum  time for pushback !,1.0,this is on😃😇😻ly the beginning bel😃😄ieve me - whitey is done being pushed around by marx😹ist / anarch😊ist / left😂ist anti😺-white scum ti😹😸me for pushback !
. communist jews created a mind virus that's infecting and killing off the white race,1.0,. commun😇ist je😻😹ws created a mind virus that's in😊fecting and killing o😇🤣ff the wh😺😂ite race
great a bunch of dangerous sand-niggers . very disturbing .,1.0,gr😻😇eat a bunch of danger😃ous sand-niggers . very dis😺turbing .
its a sad day for white people  even worse  they will say he's a racist and ignore it still . #brainwashed,1.0,i🤣😻ts a sad day for wh😁😁ite peo😺😹ple ev😸😺en worse they will say he's a rac😺ist and ignore it still . #brainwashed
kill isis,1.0,ki😊😊ll isis
disgusting how much these people hate america . they are ignorant of the magnitude of thi,1.0,dis😸gusting how mu😂😃ch these peo😻😃ple ha😂😻te america . they are ignorant of the magnitude of thi
#iffootballdidntexist white men would fulfill their tribal instinct by standing up for their own kind  not worshipping negros who hate them .,1.0,#iffootballdidntex😁ist wh😆😻ite m😺😸en would fulfill their trib😁al in🤣stinct by standing up for their o😸😇wn kind not worshipping negros who ha😂😁te them .
we hate white people #liberalismin4words,1.0,we ha😄😸te white people #liberalismin4words
all successful white men are nazis unless they push an anti white agenda . might as well embrace the fash,1.0,all successful wh😻😹ite m😂😁en are nazis un😇😂less they push an an😄😆ti😇 wh😁😂ite agenda . might as well embrace the fash
christians & jews don't kill when one of their syangoges of churches are defiled . afghani's are a sick bunch .,1.0,chris😹😹tians & je😂😇ws do😹😻n't ki😻😹ll when one of their syangoges of churches are defiled . afghani's are a sick bunch .
why do we care what jews want or don't want ? they are actively at war with the white race and always have been .,1.0,why do we ca🤣😹re what je😺😺ws wa🤣😸nt or do😆😁n't wa😁😆nt ? they are active😹ly at war with the white race and always have been .
international jew criminal plot afoot 2wipe out white race !,1.0,in😻ternation😺al j😇😹ew crimin😂al plot afoot 2wipe o😃😇ut white race !
channel everyone - white  black  asian  latin - against jews - through nationalist winds in each country - regardless of race .,1.0,channel everyone - wh😂😺ite bl😻🤣ack asian latin - aga😃😇inst je😄😸ws - through national😊ist winds in😆 each country - regard😃less of race .
why haven't you done anything to hillary for supporting blm . you guys are very stupid . hillary doing everything that is against u,1.0,why haven't you done anything to hillary for supporting blm . you guys are very stu🤣😁pid . hillary doing everything that is aga😁😹inst u
: kkk alive and well white brother hood unite ku klux klan crying .,1.0,: k😻😂kk al😹ive and we😊🤣ll white broth🤣er hood un😇ite ku klux klan crying .
and the ultimate cuck of the year goes to my good buddy justin trudeau amazing !,1.0,and the ultimate cu😇😊ck of the ye😄😹ar goes to my go😊😂od buddy justin trudeau amazing !
we found one jhant from australia was also abusing you . pl . fix suchillegitimate bastards .,1.0,we found o😇😹ne jhant from australia was al😁😺so abusing you . pl . fix suchillegitimate bastards .
from china to india to egypt to meso america  all ancient white civilizations were destroyed by diversity .,1.0,from china to in😹dia to egypt to meso ame😺😹rica all ancient wh😄😸ite civilizations were destroyed by diver😄😇s😆ity .
are we actually fighting an asymmetrical war against white genocide or are we just playing tiddlywinks with enemies who mean to kill us ?,1.0,are we actual😺ly fighting an asymmetric😺al w😊😄ar aga😇😃inst wh😃😹ite geno😃😸cide or are we just playing tiddlywinks with enemies who mean to kill us ?
i am pessimistic ... so many jews and cucks in this administration,1.0,i am pessimistic ... so ma😂😃ny je😄😂ws and cucks in😊 this administra😺tion
white men are shot by cops three times more often than black men are . the media however  does not sensationalize the event when whitey inv .,1.0,wh🤣😆ite m😺😊en are shot by cops three times more often than bl😆😺ack m😺😆en are . the me😆😊dia howev😻er does not sensational😻ize the event when whitey in😃v .
christinas kill  jews kill  hindus too  buddhists too . all against muslims,1.0,christinas ki😃😄ll je🤣🤣ws kill hindus too buddhists too . all against muslims
cuckservatives : trump  tubmans  and trannyrestrooms,1.0,cuckservatives : tr😇😇ump tubmans and trannyrestrooms
i don't hate anyone i just hate systemic white supremacy .,1.0,i do😃😆n't ha😸😁te anyone i just hate systemic white supremacy .
take this epithet seriously ! to sharia observant followers of islam  kafirs are indeed on a par with animals !,1.0,ta😆😄ke this epithet serious😊ly ! to sharia observant followers of is😄😁lam kafirs are in🤣deed on a par with animals !
: lots of white baby daddies these days...white/state media very reluc,1.0,: lots of wh😆😹ite baby daddies these days...white/state me😹😁dia very reluc
why indeed ! they want to impose islam on all of us . rep is a racist .,1.0,why in😹deed ! they wa😇😁nt to im😆pose is😺🤣lam on all of us . rep is a rac😂😆😁ist .
race mixing is the death of the white race .,1.0,ra😃😸ce mixing is the de😃😹ath of the white race .
